湖南电信-组播1,#genre#
湖南金鹰卡通,http://0000505.xyz:8888/udp/239.76.245.120:1234
湖南金鹰卡通,http://0000505.xyz:8888/rtp/239.69.1.248:11130
湖南金鹰卡通,http://0000505.xyz:8888/rtp/239.254.96.189:9214
贵州天元围棋,http://0000505.xyz:8888/udp/239.76.253.2:9000

上海乐游频道,http://0000505.xyz:8888/udp/239.76.254.68:9000
上海欢笑剧场4K,http://0000505.xyz:8888/udp/239.76.254.66:9000
河南梨园频道,http://0000505.xyz:8888/udp/239.76.252.179:9000
河南梨园频道,http://0000505.xyz:8888/udp/239.76.245.179:1234
湖北公共新闻HD,http://0000505.xyz:8888/rtp/239.69.1.40:9880
湖北公共新闻SD,http://0000505.xyz:8888/rtp/239.254.96.179:9154
湖北垄上HD,http://0000505.xyz:8888/rtp/239.69.1.43:9898
湖北垄上SD,http://0000505.xyz:8888/rtp/239.254.96.184:9184
湖北影视HD,http://0000505.xyz:8888/rtp/239.69.1.204:10866
湖北影视SD,http://0000505.xyz:8888/rtp/239.254.96.182:9172
湖北教育HD,http://0000505.xyz:8888/rtp/239.69.1.206:10878
湖北教育SD,http://0000505.xyz:8888/rtp/239.254.96.180:9160
湖北生活HD,http://0000505.xyz:8888/rtp/239.69.1.205:10872
湖北生活SD,http://0000505.xyz:8888/rtp/239.254.96.181:9166
湖北经视HD,http://0000505.xyz:8888/rtp/239.69.1.41:9886
湖北经视SD,http://0000505.xyz:8888/rtp/239.254.96.178:9148
湖北综合HD,http://0000505.xyz:8888/rtp/239.69.1.42:9892
湖北综合SD,http://0000505.xyz:8888/rtp/239.254.96.177:9142
武汉教育HD,http://0000505.xyz:8888/rtp/239.69.1.60:9994
武汉文体HD,http://0000505.xyz:8888/rtp/239.69.1.147:10518
武汉文体SD,http://0000505.xyz:8888/rtp/239.69.1.4:9664
武汉电视剧HD,http://0000505.xyz:8888/rtp/239.69.1.146:10512
武汉电视剧SD,http://0000505.xyz:8888/rtp/239.254.96.229:9454
武汉科技生活HD,http://0000505.xyz:8888/rtp/239.69.1.251:11148
武汉科技生活SD,http://0000505.xyz:8888/rtp/239.69.1.2:9652
武汉综合HD,http://0000505.xyz:8888/rtp/239.69.1.145:10506
武汉综合SD,http://0000505.xyz:8888/rtp/239.254.96.228:9448
长沙政法频道,http://0000505.xyz:8888/udp/239.76.253.122:9000
长沙政法频道,http://0000505.xyz:8888/udp/239.76.246.122:1234
长沙文旅频道,http://0000505.xyz:8888/udp/239.76.255.42:9000
长沙文旅频道,http://0000505.xyz:8888/udp/239.76.248.42:1234
长沙新闻综合,http://0000505.xyz:8888/udp/239.76.253.121:9000
长沙新闻频道,http://0000505.xyz:8888/udp/239.76.246.121:1234
株洲新闻综合,http://0000505.xyz:8888/udp/239.76.255.1:9000
株洲新闻综合,http://0000505.xyz:8888/udp/239.76.248.1:1234
湘潭县电视台,http://0000505.xyz:8888/udp/239.76.255.41:9000
湘潭县电视台,http://0000505.xyz:8888/udp/239.76.248.41:1234
湘潭新闻综合,http://0000505.xyz:8888/udp/239.76.255.4:9000
湘潭新闻综合,http://0000505.xyz:8888/udp/239.76.248.4:1234
衡阳县电视台,http://0000505.xyz:8888/udp/239.76.255.26:9000
衡阳县电视台,http://0000505.xyz:8888/udp/239.76.248.26:1234
衡阳文旅法治,http://0000505.xyz:8888/udp/239.76.255.14:9000
衡阳文旅法治,http://0000505.xyz:8888/udp/239.76.248.14:1234
衡阳新闻综合,http://0000505.xyz:8888/udp/239.76.255.13:9000
衡阳新闻综合,http://0000505.xyz:8888/udp/239.76.248.13:1234
邵阳文旅民生,http://0000505.xyz:8888/udp/239.76.255.22:9000
邵阳文旅民生,http://0000505.xyz:8888/udp/239.76.248.22:1234
邵阳新闻综合,http://0000505.xyz:8888/udp/239.76.255.21:9000
邵阳新闻综合,http://0000505.xyz:8888/udp/239.76.248.21:1234
岳阳文旅都市,http://0000505.xyz:8888/udp/239.76.255.8:9000
岳阳文旅都市,http://0000505.xyz:8888/udp/239.76.248.8:1234
岳阳新闻综合,http://0000505.xyz:8888/udp/239.76.255.7:9000
岳阳新闻综合,http://0000505.xyz:8888/udp/239.76.248.7:1234
常德公共频道,http://0000505.xyz:8888/udp/239.76.255.11:9000
常德公共频道,http://0000505.xyz:8888/udp/239.76.248.11:1234
常德新闻综合,http://0000505.xyz:8888/udp/239.76.255.10:9000
常德新闻综合,http://0000505.xyz:8888/udp/239.76.248.10:1234
张家界1新闻综合,http://0000505.xyz:8888/udp/239.76.252.234:9000
张家界2公共频道,http://0000505.xyz:8888/udp/239.76.252.235:9000
张家界公共频道,http://0000505.xyz:8888/udp/239.76.245.235:1234
张家界新闻综合,http://0000505.xyz:8888/udp/239.76.245.234:1234
益阳公共频道,http://0000505.xyz:8888/udp/239.76.255.16:9000
益阳公共频道,http://0000505.xyz:8888/udp/239.76.248.16:1234
益阳新闻综合,http://0000505.xyz:8888/udp/239.76.255.15:9000
益阳新闻综合,http://0000505.xyz:8888/udp/239.76.248.15:1234
郴州公共频道,http://0000505.xyz:8888/udp/239.76.255.39:9000
郴州公共频道,http://0000505.xyz:8888/udp/239.76.248.39:1234
郴州综合频道,http://0000505.xyz:8888/udp/239.76.253.75:9000
郴州综合频道,http://0000505.xyz:8888/udp/239.76.246.75:1234
永州新闻综合,http://0000505.xyz:8888/udp/239.76.255.23:9000
永州新闻综合,http://0000505.xyz:8888/udp/239.76.248.23:1234
永州经济生活,http://0000505.xyz:8888/udp/239.76.255.24:9000
永州经济生活,http://0000505.xyz:8888/udp/239.76.248.24:1234
怀化新闻综合,http://0000505.xyz:8888/udp/239.76.255.12:9000
怀化新闻综合,http://0000505.xyz:8888/udp/239.76.248.12:1234
娄底公共频道,http://0000505.xyz:8888/udp/239.76.255.19:9000
娄底公共频道,http://0000505.xyz:8888/udp/239.76.248.19:1234
娄底教育频道,http://0000505.xyz:8888/udp/239.76.255.20:9000
娄底教育频道,http://0000505.xyz:8888/udp/239.76.248.20:1234
娄底综合频道,http://0000505.xyz:8888/udp/239.76.255.18:9000
娄底综合频道,http://0000505.xyz:8888/udp/239.76.248.18:1234
湘西文化旅游,http://0000505.xyz:8888/udp/239.76.252.209:9000
湘西文化旅游,http://0000505.xyz:8888/udp/239.76.245.209:1234
湘西新闻综合,http://0000505.xyz:8888/udp/239.76.252.208:9000
湘西新闻综合,http://0000505.xyz:8888/udp/239.76.245.208:1234
重庆汽摩SD,http://0000505.xyz:8888/rtp/239.69.1.84:10144

CCTV-高尔夫网球,http://0000505.xyz:8888/udp/239.76.254.62:9000
CETV2SD,http://0000505.xyz:8888/rtp/239.69.1.183:10734
CETV4SD,http://0000505.xyz:8888/rtp/239.69.1.175:10686
CGTNSD,http://0000505.xyz:8888/rtp/239.254.96.7:8016
CGTN西班牙语,http://0000505.xyz:8888/udp/239.76.253.88:9000
CGTN西班牙语,http://0000505.xyz:8888/udp/239.76.246.88:1234
CGTN阿拉伯语,http://0000505.xyz:8888/udp/239.76.253.97:9000
CGTN阿拉伯语,http://0000505.xyz:8888/udp/239.76.246.97:1234
东安新闻综合,http://0000505.xyz:8888/udp/239.76.255.32:9000
东安新闻综合,http://0000505.xyz:8888/udp/239.76.248.32:1234
中方台,http://0000505.xyz:8888/udp/239.76.255.43:9000
中方台,http://0000505.xyz:8888/udp/239.76.248.43:1234
九屏导视HD,http://0000505.xyz:8888/rtp/239.69.1.156:10572
九画面,http://0000505.xyz:8888/udp/239.76.245.131:1234
九画面,http://0000505.xyz:8888/udp/239.76.252.131:9000
书法频道SD,http://0000505.xyz:8888/rtp/239.69.1.189:10776
先锋乒羽SD,http://0000505.xyz:8888/rtp/239.69.1.143:10494
卡酷少儿SD,http://0000505.xyz:8888/rtp/239.254.96.188:9208
双牌新闻综合,http://0000505.xyz:8888/udp/239.76.255.33:9000
双牌新闻综合,http://0000505.xyz:8888/udp/239.76.248.33:1234
国学频道SD,http://0000505.xyz:8888/rtp/239.254.96.194:9244
宁乡综合频道,http://0000505.xyz:8888/udp/239.76.248.57:1234
宁远综合频道,http://0000505.xyz:8888/udp/239.76.255.34:9000
宁远综合频道,http://0000505.xyz:8888/udp/239.76.248.34:1234
快乐垂钓FHD,http://0000505.xyz:8888/udp/239.76.252.127:9000
快乐垂钓FHD,http://0000505.xyz:8888/udp/239.76.245.127:1234
房县综合HD,http://0000505.xyz:8888/rtp/239.69.1.192:10794
新动漫SD,http://0000505.xyz:8888/rtp/239.69.1.187:10764
新化电视台,http://0000505.xyz:8888/udp/239.76.255.31:9000
新化电视台,http://0000505.xyz:8888/udp/239.76.248.31:1234
新田综合频道,http://0000505.xyz:8888/udp/239.76.255.44:9000
新田综合频道,http://0000505.xyz:8888/udp/239.76.248.44:1234
旅游卫视HD,http://0000505.xyz:8888/rtp/239.69.1.151:10542
旅游卫视SD,http://0000505.xyz:8888/rtp/239.254.96.24:8118
未知新闻综合,http://0000505.xyz:8888/udp/239.76.248.27:1234
未知频道,http://0000505.xyz:8888/udp/239.76.255.46:9000
桂东融媒,http://0000505.xyz:8888/udp/239.76.253.231:9000
桂东融媒,http://0000505.xyz:8888/udp/239.76.246.231:1234
桃源综合频道,http://0000505.xyz:8888/udp/239.76.255.36:9000
桃源综合频道,http://0000505.xyz:8888/udp/239.76.248.36:1234
武冈综合频道,http://0000505.xyz:8888/udp/239.76.255.29:9000
武冈综合频道,http://0000505.xyz:8888/udp/239.76.248.29:1234
江永新闻频道,http://0000505.xyz:8888/udp/239.76.255.35:9000
江永新闻频道,http://0000505.xyz:8888/udp/239.76.248.35:1234
汨罗综合频道,http://0000505.xyz:8888/udp/239.76.255.47:9000
津市电视台,http://0000505.xyz:8888/udp/239.76.255.30:9000
津市电视台,http://0000505.xyz:8888/udp/239.76.248.30:1234
洪江新闻频道,http://0000505.xyz:8888/udp/239.76.255.37:9000
洪江新闻频道,http://0000505.xyz:8888/udp/239.76.248.37:1234
涟源综合频道,http://0000505.xyz:8888/udp/239.76.255.48:9000
溆浦综合频道,http://0000505.xyz:8888/udp/239.76.255.25:9000
溆浦综合频道,http://0000505.xyz:8888/udp/239.76.248.25:1234
环球奇观SD,http://0000505.xyz:8888/rtp/239.254.96.192:9232
老故事SD,http://0000505.xyz:8888/rtp/239.69.1.85:10150
蓝山综合频道,http://0000505.xyz:8888/udp/239.76.255.38:9000
蓝山综合频道,http://0000505.xyz:8888/udp/239.76.248.38:1234
蔡甸综合HD,http://0000505.xyz:8888/rtp/239.69.1.245:11112
试播4K超高清,http://0000505.xyz:8888/udp/239.76.253.214:9000
试播4K超高清,http://0000505.xyz:8888/udp/239.76.246.214:1234
财富天下SD,http://0000505.xyz:8888/rtp/239.254.96.210:9340
道县综合频道,http://0000505.xyz:8888/udp/239.76.255.28:9000
道县综合频道,http://0000505.xyz:8888/udp/239.76.248.28:1234
阳新综合HD,http://0000505.xyz:8888/rtp/239.69.1.34:9844
麻阳综合频道,http://0000505.xyz:8888/udp/239.76.255.45:9000
麻阳综合频道,http://0000505.xyz:8888/udp/239.76.248.45:1234

湖南电信-组播2,#genre#
湖南卫视,http://www.zlizi.cn:4023/udp/239.76.253.101:9000
湖南卫视,http://www.zlizi.cn:4023/udp/239.76.251.85:9000
湖南卫视,http://www.zlizi.cn:4023/udp/239.76.253.100:9000
湖南卫视,http://www.zlizi.cn:4023/udp/239.76.246.101:1234
湖南卫视,http://www.zlizi.cn:4023/udp/239.76.246.100:1234
湖南卫视4K,http://www.zlizi.cn:4023/rtp/239.76.253.224:9000
湖南卫视4K,http://www.zlizi.cn:4023/rtp/239.76.254.136:9000
湖南卫视4K,http://www.zlizi.cn:4023/rtp/239.76.246.63:1234
湖南卫视4K,http://www.zlizi.cn:4023/rtp/239.76.253.62:9000
湖南卫视4K,http://www.zlizi.cn:4023/rtp/239.69.1.13:9718
湖南卫视4K,http://www.zlizi.cn:4023/rtp/239.69.1.27:9802
湖南卫视4K,http://www.zlizi.cn:4023/rtp/239.69.2.34:11358
湖南卫视FHD,http://www.zlizi.cn:4023/udp/239.76.252.115:9000
湖南卫视FHD,http://www.zlizi.cn:4023/udp/239.76.245.115:1234
湖南卫视,http://www.zlizi.cn:4023/rtp/239.254.96.139:8908
湖南卫视,http://www.zlizi.cn:4023/rtp/239.254.96.15:8064

湖南公共FHD,http://www.zlizi.cn:4023/udp/239.76.252.123:9000
湖南公共FHD,http://www.zlizi.cn:4023/udp/239.76.245.123:1234
湖南公共频道,http://www.zlizi.cn:4023/udp/239.76.253.109:9000
湖南公共频道,http://www.zlizi.cn:4023/udp/239.76.246.109:1234
湖南国际FHD,http://www.zlizi.cn:4023/udp/239.76.252.124:9000
湖南国际FHD,http://www.zlizi.cn:4023/udp/239.76.245.124:1234
湖南国际频道,http://www.zlizi.cn:4023/udp/239.76.253.102:9000
湖南国际频道,http://www.zlizi.cn:4023/udp/239.76.252.240:9000
湖南国际频道,http://www.zlizi.cn:4023/udp/239.76.246.102:1234
湖南娱乐FHD,http://www.zlizi.cn:4023/udp/239.76.252.121:9000
湖南娱乐FHD,http://www.zlizi.cn:4023/udp/239.76.245.121:1234
湖南娱乐频道,http://www.zlizi.cn:4023/udp/239.76.253.105:9000
湖南娱乐频道,http://www.zlizi.cn:4023/udp/239.76.246.105:1234
湖南教育台,http://www.zlizi.cn:4023/udp/239.76.252.233:9000
湖南教育台,http://www.zlizi.cn:4023/udp/239.76.245.233:1234
湖南电影FHD,http://www.zlizi.cn:4023/udp/239.76.252.119:9000
湖南电影FHD,http://www.zlizi.cn:4023/udp/239.76.245.119:1234
湖南电影频道,http://www.zlizi.cn:4023/udp/239.76.253.106:9000
湖南电影频道,http://www.zlizi.cn:4023/udp/239.76.246.106:1234
湖南电视剧FHD,http://www.zlizi.cn:4023/udp/239.76.252.118:9000
湖南电视剧FHD,http://www.zlizi.cn:4023/udp/239.76.245.118:1234
湖南电视剧频道,http://www.zlizi.cn:4023/udp/239.76.253.108:9000
湖南电视剧频道,http://www.zlizi.cn:4023/udp/239.76.246.108:1234
湖南经视FHD,http://www.zlizi.cn:4023/udp/239.76.252.116:9000
湖南经视FHD,http://www.zlizi.cn:4023/udp/239.76.245.116:1234
湖南经视频道,http://www.zlizi.cn:4023/udp/239.76.253.103:9000
湖南经视频道,http://www.zlizi.cn:4023/udp/239.76.251.86:9000
湖南经视频道,http://www.zlizi.cn:4023/udp/239.76.246.103:1234
湖南都市FHD,http://www.zlizi.cn:4023/udp/239.76.252.117:9000
湖南都市FHD,http://www.zlizi.cn:4023/udp/239.76.245.117:1234
湖南都市频道,http://www.zlizi.cn:4023/udp/239.76.253.104:9000
湖南都市频道,http://www.zlizi.cn:4023/udp/239.76.246.104:1234

CCTV-1综合,http://www.zlizi.cn:4023/udp/239.76.253.151:9000
CCTV-1综合,http://www.zlizi.cn:4023/udp/239.76.251.87:9000
CCTV-1综合,http://www.zlizi.cn:4023/udp/239.76.246.151:1234
CCTV-1综合,http://www.zlizi.cn:4023/rtp/239.254.96.96:8550
CCTV-2财经,http://www.zlizi.cn:4023/udp/239.76.253.152:9000
CCTV-2财经,http://www.zlizi.cn:4023/udp/239.76.246.152:1234
CCTV-2财经,http://www.zlizi.cn:4023/rtp/239.69.1.102:10250
CCTV-3综艺,http://www.zlizi.cn:4023/udp/239.76.253.153:9000
CCTV-3综艺,http://www.zlizi.cn:4023/udp/239.76.246.153:1234
CCTV-3综艺,http://www.zlizi.cn:4023/rtp/239.69.1.122:10370
CCTV-4中文国际,http://www.zlizi.cn:4023/udp/239.76.253.154:9000
CCTV-4中文国际,http://www.zlizi.cn:4023/udp/239.76.246.154:1234
CCTV-4中文国际,http://www.zlizi.cn:4023/udp/239.76.245.195:1234
CCTV-4中文国际,http://www.zlizi.cn:4023/rtp/239.69.1.138:10466
CCTV-4中文国际欧洲,http://www.zlizi.cn:4023/udp/239.76.253.95:9000
CCTV-4中文国际欧洲,http://www.zlizi.cn:4023/udp/239.76.246.95:1234
CCTV-4中文国际欧洲,http://www.zlizi.cn:4023/rtp/239.69.1.231:11028
CCTV-4中文国际美洲,http://www.zlizi.cn:4023/udp/239.76.253.96:9000
CCTV-4中文国际美洲,http://www.zlizi.cn:4023/udp/239.76.246.96:1234
CCTV-4中文国际美洲,http://www.zlizi.cn:4023/rtp/239.69.1.232:11034
CCTV-5体育,http://www.zlizi.cn:4023/udp/239.76.253.155:9000
CCTV-5体育,http://www.zlizi.cn:4023/udp/239.76.254.214:9000
CCTV-5体育,http://www.zlizi.cn:4023/udp/239.76.246.155:1234
CCTV-5体育,http://www.zlizi.cn:4023/rtp/239.69.1.123:10376
CCTV-5+体育赛事,http://www.zlizi.cn:4023/udp/239.76.253.168:9000
CCTV-5+体育赛事,http://www.zlizi.cn:4023/udp/239.76.251.88:9000
CCTV-5+体育赛事,http://www.zlizi.cn:4023/udp/239.76.254.215:9000
CCTV-5+体育赛事,http://www.zlizi.cn:4023/udp/239.76.246.168:1234
CCTV-5+体育赛事,http://www.zlizi.cn:4023/rtp/239.254.96.234:9484
CCTV-6电影,http://www.zlizi.cn:4023/udp/239.76.253.156:9000
CCTV-6电影,http://www.zlizi.cn:4023/udp/239.76.246.156:1234
CCTV-6电影,http://www.zlizi.cn:4023/rtp/239.69.1.124:10382
CCTV-7国防军事,http://www.zlizi.cn:4023/udp/239.76.253.157:9000
CCTV-7国防军事,http://www.zlizi.cn:4023/udp/239.76.246.157:1234
CCTV-7国防军事,http://www.zlizi.cn:4023/rtp/239.69.1.103:10256
CCTV-8电视剧,http://www.zlizi.cn:4023/udp/239.76.253.158:9000
CCTV-8电视剧,http://www.zlizi.cn:4023/udp/239.76.246.158:1234
CCTV-8电视剧,http://www.zlizi.cn:4023/rtp/239.69.1.125:10388
CCTV-9纪录,http://www.zlizi.cn:4023/udp/239.76.253.159:9000
CCTV-9纪录,http://www.zlizi.cn:4023/udp/239.76.246.159:1234
CCTV-9纪录,http://www.zlizi.cn:4023/rtp/239.69.1.104:10262
CCTV-10科教,http://www.zlizi.cn:4023/udp/239.76.253.160:9000
CCTV-10科教,http://www.zlizi.cn:4023/udp/239.76.246.160:1234
CCTV-10科教,http://www.zlizi.cn:4023/rtp/239.69.1.105:10268
CCTV-11戏曲,http://www.zlizi.cn:4023/udp/239.76.252.251:9000
CCTV-11戏曲,http://www.zlizi.cn:4023/udp/239.76.245.251:1234
CCTV-11戏曲,http://www.zlizi.cn:4023/rtp/239.69.1.154:10560
CCTV-12社会与法,http://www.zlizi.cn:4023/udp/239.76.253.162:9000
CCTV-12社会与法,http://www.zlizi.cn:4023/udp/239.76.246.162:1234
CCTV-12社会与法,http://www.zlizi.cn:4023/rtp/239.69.1.106:10274
CCTV-13新闻,http://www.zlizi.cn:4023/udp/239.76.253.93:9000
CCTV-13新闻,http://www.zlizi.cn:4023/udp/239.76.251.84:9000
CCTV-13新闻,http://www.zlizi.cn:4023/udp/239.76.246.93:1234
CCTV-13新闻,http://www.zlizi.cn:4023/rtp/239.254.96.161:9040
CCTV-14少儿,http://www.zlizi.cn:4023/udp/239.76.253.164:9000
CCTV-14少儿,http://www.zlizi.cn:4023/udp/239.76.246.164:1234
CCTV-14少儿,http://www.zlizi.cn:4023/rtp/239.69.1.107:10280
CCTV-15音乐,http://www.zlizi.cn:4023/udp/239.76.252.252:9000
CCTV-15音乐,http://www.zlizi.cn:4023/udp/239.76.245.252:1234
CCTV-15音乐,http://www.zlizi.cn:4023/rtp/239.69.1.155:10566
CCTV-16奥林匹克,http://www.zlizi.cn:4023/udp/239.76.253.98:9000
CCTV-16奥林匹克,http://www.zlizi.cn:4023/udp/239.76.246.98:1234
CCTV-16奥林匹克,http://www.zlizi.cn:4023/rtp/239.69.1.247:11124
CCTV-17农业农村,http://www.zlizi.cn:4023/udp/239.76.252.238:9000
CCTV-17农业农村,http://www.zlizi.cn:4023/udp/239.76.245.238:1234
CCTV-17农业农村,http://www.zlizi.cn:4023/rtp/239.69.1.152:10548
CCTV-1综合SD,http://www.zlizi.cn:4023/rtp/239.254.96.3:7992
CCTV-2财经SD,http://www.zlizi.cn:4023/rtp/239.254.96.154:8998
CCTV-4中文国际SD,http://www.zlizi.cn:4023/rtp/239.254.96.155:9004
CCTV-5+体育赛事SD,http://www.zlizi.cn:4023/rtp/239.254.96.99:8568
CCTV-7国防军事SD,http://www.zlizi.cn:4023/rtp/239.254.96.156:9130
CCTV-9纪录SD,http://www.zlizi.cn:4023/rtp/239.254.96.157:9016
CCTV-10科教SD,http://www.zlizi.cn:4023/rtp/239.254.96.158:9022
CCTV-11戏曲SD,http://www.zlizi.cn:4023/rtp/239.254.96.159:9028
CCTV-11戏曲SD,http://www.zlizi.cn:4023/rtp/239.254.96.9:8028
CCTV-12社会与法SD,http://www.zlizi.cn:4023/rtp/239.254.96.160:9034
CCTV-13新闻SD,http://www.zlizi.cn:4023/rtp/239.254.96.11:8040
CCTV-14少儿SD,http://www.zlizi.cn:4023/rtp/239.254.96.162:9046
CCTV-15音乐SD,http://www.zlizi.cn:4023/rtp/239.254.96.13:8052
CCTV-17农业农村SD,http://www.zlizi.cn:4023/rtp/239.69.1.153:10554
CCTV4K超高清,http://www.zlizi.cn:4023/udp/239.76.254.101:9000
CCTV4K超高清,http://www.zlizi.cn:4023/udp/239.76.254.64:9000
CCTV4K超高清,http://www.zlizi.cn:4023/rtp/239.69.1.111:10304
CCTV16超高清,http://www.zlizi.cn:4023/udp/239.76.253.230:9000
CCTV16超高清,http://www.zlizi.cn:4023/udp/239.76.254.200:9000
CCTV16超高清,http://www.zlizi.cn:4023/udp/239.76.246.230:1234
CCTV16超高清,http://www.zlizi.cn:4023/rtp/239.69.1.12:9712
CCTV16超高清,http://www.zlizi.cn:4023/rtp/239.69.1.249:11136
浙江卫视,http://www.zlizi.cn:4023/udp/239.76.253.182:9000
浙江卫视,http://www.zlizi.cn:4023/udp/239.76.246.182:1234
浙江卫视,http://www.zlizi.cn:4023/rtp/239.254.96.143:8932
江苏卫视,http://www.zlizi.cn:4023/udp/239.76.253.181:9000
江苏卫视,http://www.zlizi.cn:4023/udp/239.76.251.89:9000
江苏卫视,http://www.zlizi.cn:4023/udp/239.76.246.181:1234
江苏卫视,http://www.zlizi.cn:4023/rtp/239.254.96.144:8938
北京卫视,http://www.zlizi.cn:4023/udp/239.76.253.184:9000
北京卫视,http://www.zlizi.cn:4023/udp/239.76.246.184:1234
北京卫视,http://www.zlizi.cn:4023/rtp/239.254.96.141:8920
东方卫视,http://www.zlizi.cn:4023/udp/239.76.253.186:9000
东方卫视,http://www.zlizi.cn:4023/udp/239.76.246.186:1234
东方卫视,http://www.zlizi.cn:4023/rtp/239.254.96.142:8926
安徽卫视,http://www.zlizi.cn:4023/udp/239.76.252.196:9000
安徽卫视,http://www.zlizi.cn:4023/udp/239.76.245.196:1234
安徽卫视,http://www.zlizi.cn:4023/rtp/239.69.1.70:10060
广东卫视,http://www.zlizi.cn:4023/udp/239.76.252.189:9000
广东卫视,http://www.zlizi.cn:4023/udp/239.76.245.189:1234
广东卫视,http://www.zlizi.cn:4023/rtp/239.254.96.140:8914
深圳卫视,http://www.zlizi.cn:4023/udp/239.76.253.188:9000
深圳卫视,http://www.zlizi.cn:4023/udp/239.76.246.188:1234
深圳卫视,http://www.zlizi.cn:4023/rtp/239.254.96.137:8896
辽宁卫视,http://www.zlizi.cn:4023/udp/239.76.252.197:9000
辽宁卫视,http://www.zlizi.cn:4023/udp/239.76.245.197:1234
辽宁卫视,http://www.zlizi.cn:4023/rtp/239.69.1.71:10066
山东卫视,http://www.zlizi.cn:4023/udp/239.76.253.195:9000
山东卫视,http://www.zlizi.cn:4023/udp/239.76.246.195:1234
山东卫视,http://www.zlizi.cn:4023/rtp/239.69.1.69:10054
天津卫视,http://www.zlizi.cn:4023/udp/239.76.253.185:9000
天津卫视,http://www.zlizi.cn:4023/udp/239.76.251.92:9000
天津卫视,http://www.zlizi.cn:4023/udp/239.76.246.185:1234
天津卫视,http://www.zlizi.cn:4023/rtp/239.69.1.68:10048
重庆卫视,http://www.zlizi.cn:4023/udp/239.76.253.92:9000
重庆卫视,http://www.zlizi.cn:4023/udp/239.76.246.92:1234
重庆卫视,http://www.zlizi.cn:4023/rtp/239.69.1.149:10530
东南卫视,http://www.zlizi.cn:4023/udp/239.76.252.190:9000
东南卫视,http://www.zlizi.cn:4023/udp/239.76.245.190:1234
东南卫视,http://www.zlizi.cn:4023/rtp/239.69.1.108:10286
河北卫视,http://www.zlizi.cn:4023/udp/239.76.252.199:9000
河北卫视,http://www.zlizi.cn:4023/udp/239.76.245.199:1234
河北卫视,http://www.zlizi.cn:4023/rtp/239.254.96.113:9616
河北卫视,http://www.zlizi.cn:4023/rtp/239.69.1.157:10578
河南卫视,http://www.zlizi.cn:4023/udp/239.76.253.202:9000
河南卫视,http://www.zlizi.cn:4023/udp/239.76.246.202:1234
河南卫视,http://www.zlizi.cn:4023/rtp/239.69.1.168:10644
湖北卫视,http://www.zlizi.cn:4023/udp/239.76.253.193:9000
湖北卫视,http://www.zlizi.cn:4023/udp/239.76.246.193:1234
湖北卫视,http://www.zlizi.cn:4023/rtp/239.254.96.115:8664
陕西卫视,http://www.zlizi.cn:4023/udp/239.76.254.76:9000
四川卫视,http://www.zlizi.cn:4023/udp/239.76.253.91:9000
四川卫视,http://www.zlizi.cn:4023/udp/239.76.246.91:1234
四川卫视,http://www.zlizi.cn:4023/rtp/239.69.1.169:10650
海南卫视,http://www.zlizi.cn:4023/udp/239.76.253.203:9000
海南卫视,http://www.zlizi.cn:4023/udp/239.76.246.203:1234
甘肃卫视,http://www.zlizi.cn:4023/udp/239.76.253.94:9000
甘肃卫视,http://www.zlizi.cn:4023/udp/239.76.246.94:1234
甘肃卫视,http://www.zlizi.cn:4023/rtp/239.69.2.23:11292
广西卫视,http://www.zlizi.cn:4023/udp/239.76.254.54:9000
广西卫视,http://www.zlizi.cn:4023/rtp/239.69.1.191:10788
贵州卫视,http://www.zlizi.cn:4023/udp/239.76.252.198:9000
贵州卫视,http://www.zlizi.cn:4023/udp/239.76.245.198:1234
贵州卫视,http://www.zlizi.cn:4023/rtp/239.69.1.150:10536
黑龙江卫视,http://www.zlizi.cn:4023/udp/239.76.253.200:9000
黑龙江卫视,http://www.zlizi.cn:4023/udp/239.76.246.200:1234
黑龙江卫视,http://www.zlizi.cn:4023/rtp/239.254.96.138:8902
江西卫视,http://www.zlizi.cn:4023/udp/239.76.252.225:9000
江西卫视,http://www.zlizi.cn:4023/udp/239.76.245.225:1234
江西卫视,http://www.zlizi.cn:4023/rtp/239.69.1.126:10394
吉林卫视,http://www.zlizi.cn:4023/udp/239.76.253.201:9000
吉林卫视,http://www.zlizi.cn:4023/udp/239.76.246.201:1234
吉林卫视,http://www.zlizi.cn:4023/rtp/239.69.1.212:10914
宁夏卫视,http://www.zlizi.cn:4023/rtp/239.69.2.33:11352
新疆卫视,http://www.zlizi.cn:4023/rtp/239.69.2.30:11334
云南卫视,http://www.zlizi.cn:4023/udp/239.76.254.60:9000
云南卫视,http://www.zlizi.cn:4023/rtp/239.69.2.25:11304
青海卫视,http://www.zlizi.cn:4023/udp/239.76.254.132:9000
青海卫视,http://www.zlizi.cn:4023/rtp/239.69.2.24:11298
西藏卫视,http://www.zlizi.cn:4023/rtp/239.69.2.31:11340
兵团卫视,http://www.zlizi.cn:4023/rtp/239.69.2.32:11346
三沙卫视,http://www.zlizi.cn:4023/udp/239.76.253.74:9000
三沙卫视,http://www.zlizi.cn:4023/udp/239.76.246.74:1234
浙江卫视,http://www.zlizi.cn:4023/rtp/239.254.96.18:8082
江苏卫视,http://www.zlizi.cn:4023/rtp/239.254.96.17:8076
北京卫视,http://www.zlizi.cn:4023/rtp/239.254.96.16:8070
