湖北电信-组播1,#genre#
江苏卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.254.96.144:8938
北京卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.254.96.141:8920
东方卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.254.96.142:8926
安徽卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.70:10060
广东卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.254.96.140:8914
深圳卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.254.96.137:8896
辽宁卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.71:10066
山东卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.69:10054
天津卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.68:10048
重庆卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.149:10530
东南卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.108:10286
河北卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.254.96.113:9616
河南卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.168:10644
四川卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.169:10650
海南卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.151:10542
广西卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.191:10788
贵州卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.150:10536
黑龙江卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.254.96.138:8902
江西卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.126:10394
吉林卫视,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.212:10914
CCTV-风云足球,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.81:10126
CCTV-第一剧场,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.74:10084
CCTV-怀旧剧场,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.86:10156
CCTV-怀旧剧场,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.89:10174
CCTV-世界地理,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.91:10186
CCTV-兵器科技,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.79:10114
CCTV-央视台球,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.98:10224
CGTN法语,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.235:11052
CETV-1综合教育,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.110:10298
CHC家庭影院,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.243:11100
CHC影迷电影,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.241:11088
CHC动作电影,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.242:11094
河南武术世界,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.47:9922
湖南茶频道,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.144:10500
湖南金鹰纪实,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.109:10292
湖南金鹰卡通,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.248:11130

河南梨园频道,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.33:9838
武汉教育频道,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.60:9994
武汉文体频道,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.147:10518
武汉新闻综合,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.145:10506
武汉电视剧,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.146:10512
武汉科技生活,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.251:11148
湖南快乐垂钓,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.142:10488

BRTV卡酷少儿,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.193:10800
CCTV-高尔夫网球,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.83:10138
CGTN西班牙语,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.234:11046
CGTN记录片,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.233:11040
房县综合,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.192:10794
蔡甸综合,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.245:11112
阳新综合,http://qnapxuan.mycloudnas.com:10001/rtp/239.69.1.34:9844
