四川电信-组播1,#genre#
爱宠宠物专区,http://171.213.149.236:4022/udp/239.94.1.145:5140
爱上4K,http://171.213.149.236:4022/udp/239.94.0.21:5140
浙江电竞天堂,http://171.213.149.236:4022/udp/239.94.1.45:5140
江苏优漫卡通,http://171.213.149.236:4022/udp/239.94.1.31:5140
北京四海钓鱼,http://171.213.149.236:4022/udp/239.94.1.168:5140
北京环球旅游,http://171.213.149.236:4022/udp/239.94.1.147:5140
北京戏曲,http://171.213.149.236:4022/udp/239.94.1.38:5140
北京纪实科教,http://171.213.149.236:4022/udp/239.94.0.109:5140
北京卡酷少儿,http://171.213.149.236:4022/udp/239.94.1.29:5140
山西书画频道,http://171.213.149.236:4022/udp/239.94.1.163:5140
呼和浩特足球,http://171.213.149.236:4022/udp/239.94.1.47:5140
辽宁家庭理财,http://171.213.149.236:4022/udp/239.94.1.50:5140
上海东方财经,http://171.213.149.236:4022/udp/239.94.1.59:5140
上海动漫秀场,http://171.213.149.236:4022/udp/239.94.1.171:5140
上海游戏风云,http://171.213.149.236:4022/udp/239.94.1.46:5140
上海乐游,http://171.213.149.236:4022/udp/239.94.1.164:5140
上海法治天地,http://171.213.149.236:4022/udp/239.94.1.166:5140
上海都市剧场,http://171.213.149.236:4022/udp/239.94.1.133:5140
上海多彩文体4K,http://171.213.149.236:4022/udp/239.94.1.176:5140
上海金色学堂,http://171.213.149.236:4022/udp/239.94.1.165:5140
上海生活时尚,http://171.213.149.236:4022/udp/239.94.1.40:5140
上海生活时尚,http://171.213.149.236:4022/udp/239.94.1.146:5140
江苏财富天下,http://171.213.149.236:4022/udp/239.94.1.42:5140
江苏财富天下,http://171.213.149.236:4022/udp/239.94.1.67:5140
湖北精彩影视,http://171.213.149.236:4022/udp/239.94.1.172:5140
湖北快乐垂钓,http://171.213.149.236:4022/udp/239.94.1.153:5140
湖南金鹰纪实,http://171.213.149.236:4022/udp/239.94.1.1:5140
湖南金鹰卡通,http://171.213.149.236:4022/udp/239.94.1.30:5140
广东嘉佳卡通,http://171.213.149.236:4022/udp/239.94.1.10:5140
贵州天元围棋,http://171.213.149.236:4022/udp/239.94.1.152:5140
精彩推荐,http://171.213.149.236:4022/udp/239.94.2.10:5140

成都-1综合,http://171.213.149.236:4022/udp/239.94.0.154:5140
成都-2经济,http://171.213.149.236:4022/udp/239.94.0.155:5140
成都-3生活,http://171.213.149.236:4022/udp/239.94.0.156:5140
成都-4影视,http://171.213.149.236:4022/udp/239.94.0.157:5140
成都-5公共,http://171.213.149.236:4022/udp/239.94.0.158:5140
成都-6少儿,http://171.213.149.236:4022/udp/239.94.0.159:5140
成都-8每日购物,http://171.213.149.236:4022/udp/239.94.0.160:5140
自贡文化生活,http://171.213.149.236:4022/udp/239.94.0.178:5140
自贡综合,http://171.213.149.236:4022/udp/239.94.0.169:5140
攀枝花新闻综合,http://171.213.149.236:4022/udp/239.94.0.168:5140
泸州新闻综合,http://171.213.149.236:4022/udp/239.94.0.163:5140
泸州科教生活,http://171.213.149.236:4022/udp/239.94.0.182:5140
德阳文旅科教,http://171.213.149.236:4022/udp/239.94.0.165:5140
德阳新闻综合,http://171.213.149.236:4022/udp/239.94.0.176:5140
广元文化生活,http://171.213.149.236:4022/udp/239.94.0.179:5140
广元综合,http://171.213.149.236:4022/udp/239.94.0.167:5140
内江科教生活,http://171.213.149.236:4022/udp/239.94.0.181:5140
内江综合,http://171.213.149.236:4022/udp/239.94.0.164:5140
乐山文旅生活,http://171.213.149.236:4022/udp/239.94.0.173:5140
乐山新闻综合,http://171.213.149.236:4022/udp/239.94.0.162:5140
眉山文旅乡村,http://171.213.149.236:4022/udp/239.94.0.174:5140
眉山综合,http://171.213.149.236:4022/udp/239.94.0.170:5140
宜宾公共频道,http://171.213.149.236:4022/udp/239.94.0.172:5140
宜宾新闻综合,http://171.213.149.236:4022/udp/239.94.0.161:5140
雅安文化生活,http://171.213.149.236:4022/udp/239.94.0.180:5140
雅安新闻综合,http://171.213.149.236:4022/udp/239.94.0.166:5140
资阳新闻综合,http://171.213.149.236:4022/udp/239.94.0.183:5140
凉山彝语综合,http://171.213.149.236:4022/udp/239.94.0.175:5140
凉山新闻综合,http://171.213.149.236:4022/udp/239.94.0.171:5140

1-14（数字电视）,http://171.213.149.236:4022/udp/239.94.1.14:5140
4K乐享超清,http://171.213.149.236:4022/udp/239.94.1.162:5140
4K少儿,http://171.213.149.236:4022/udp/239.94.1.70:5140
4K纪实,http://171.213.149.236:4022/udp/239.94.1.69:5140
4K视界,http://171.213.149.236:4022/udp/239.94.1.60:5140
bestv,http://171.213.149.236:4022/udp/239.94.2.57:5140
i乐山,http://171.213.149.236:4022/udp/239.94.2.2:5140
i成都,http://171.213.149.236:4022/udp/239.94.2.1:5140
云看熊猫,http://171.213.149.236:4022/udp/239.94.1.7:5140
亲子趣学4k,http://171.213.149.236:4022/udp/239.94.1.156:5140
健康养生,http://171.213.149.236:4022/udp/239.94.1.27:5140
全球大片,http://171.213.149.236:4022/udp/239.94.1.24:5140
军事,http://171.213.149.236:4022/udp/239.94.1.52:5140
华语影院,http://171.213.149.236:4022/udp/239.94.1.22:5140
地理,http://171.213.149.236:4022/udp/239.94.1.54:5140
墨宝,http://171.213.149.236:4022/udp/239.94.1.51:5140
大爱四川,http://171.213.149.236:4022/udp/239.94.1.12:5140
宝宝动画,http://171.213.149.236:4022/udp/239.94.1.32:5140
导视,http://171.213.149.236:4022/udp/239.94.1.55:5140
少儿天地,http://171.213.149.236:4022/udp/239.94.1.138:5140
峨眉电影,http://171.213.149.236:4022/udp/239.94.0.103:5140
峨眉电影,http://171.213.149.236:4022/udp/239.94.2.209:5140
戏曲精选,http://171.213.149.236:4022/udp/239.94.1.37:5140
收视指南,http://171.213.149.236:4022/udp/239.94.1.56:5140
星光院线,http://171.213.149.236:4022/udp/239.94.1.23:5140
来钓鱼吧,http://171.213.149.236:4022/udp/239.94.1.148:5140
求索,http://171.213.149.236:4022/udp/239.94.1.142:5140
热门剧场,http://171.213.149.236:4022/udp/239.94.1.26:5140
热门综艺,http://171.213.149.236:4022/udp/239.94.1.35:5140
熊猫体娱,http://171.213.149.236:4022/udp/239.94.1.4:5140
熊猫少儿,http://171.213.149.236:4022/udp/239.94.1.5:5140
熊猫影院,http://171.213.149.236:4022/udp/239.94.1.6:5140
熊猫新闻,http://171.213.149.236:4022/udp/239.94.1.3:5140
熊猫爱生活,http://171.213.149.236:4022/udp/239.94.1.11:5140
百变课堂,http://171.213.149.236:4022/udp/239.94.1.43:5140
直播室1,http://171.213.149.236:4022/udp/239.94.2.11:5140
直播室2,http://171.213.149.236:4022/udp/239.94.2.12:5140
直播室3,http://171.213.149.236:4022/udp/239.94.2.13:5140
直播室4,http://171.213.149.236:4022/udp/239.94.2.14:5140
直播室5,http://171.213.149.236:4022/udp/239.94.2.15:5140
直播室6,http://171.213.149.236:4022/udp/239.94.2.16:5140
直播室7,http://171.213.149.236:4022/udp/239.94.2.17:5140
直播室8,http://171.213.149.236:4022/udp/239.94.2.18:5140
看天下精选,http://171.213.149.236:4022/udp/239.94.1.68:5140
精彩导视,http://171.213.149.236:4022/udp/239.94.1.63:5140
红色影院,http://171.213.149.236:4022/udp/239.94.1.48:5140
经典剧场,http://171.213.149.236:4022/udp/239.94.1.49:5140
绚影4K,http://171.213.149.236:4022/udp/239.94.1.150:5140
综艺咖秀,http://171.213.149.236:4022/udp/239.94.2.27:5140
综艺咖秀,http://171.213.149.236:4022/udp/239.94.2.28:5140
蓉城先锋,http://171.213.149.236:4022/udp/239.94.1.57:5140
解密,http://171.213.149.236:4022/udp/239.94.1.53:5140
金熊猫卡通,http://171.213.149.236:4022/udp/239.94.1.8:5140
青春动漫,http://171.213.149.236:4022/udp/239.94.1.34:5140
音乐现场,http://171.213.149.236:4022/udp/239.94.1.36:5140
麻辣体育,http://171.213.149.236:4022/udp/239.94.1.149:5140

四川电信-组播4,#genre#
四川卫视4K,http://ddns.55682750.xyz:18888/udp/239.94.0.115:5140
四川卫视,http://ddns.55682750.xyz:18888/udp/239.94.0.59:5140
四川卫视,http://ddns.55682750.xyz:18888/udp/239.94.0.60:5140

四川乡村,http://ddns.55682750.xyz:18888/udp/239.94.0.77:5140
四川妇儿,http://ddns.55682750.xyz:18888/udp/239.94.0.75:5140
四川影视文艺,http://ddns.55682750.xyz:18888/udp/239.94.0.73:5140
四川文化旅游,http://ddns.55682750.xyz:18888/udp/239.94.0.71:5140
四川新闻,http://ddns.55682750.xyz:18888/udp/239.94.0.72:5140
四川星空购物,http://ddns.55682750.xyz:18888/udp/239.94.0.74:5140
四川科教,http://ddns.55682750.xyz:18888/udp/239.94.0.76:5140
四川经济,http://ddns.55682750.xyz:18888/udp/239.94.0.70:5140

凤凰中文,http://ddns.55682750.xyz:18888/udp/239.94.2.52:5140
凤凰中文,http://ddns.55682750.xyz:18888/udp/239.94.2.51:5140
凤凰资讯,http://ddns.55682750.xyz:18888/udp/239.94.2.49:5140
凤凰资讯,http://ddns.55682750.xyz:18888/udp/239.94.2.50:5140
CGTN英语,http://ddns.55682750.xyz:18888/udp/239.94.0.40:5140
CGTN英语,http://ddns.55682750.xyz:18888/udp/239.94.0.22:5140
CGTN西班牙语,http://ddns.55682750.xyz:18888/udp/239.94.1.61:5140
CGTN西班牙语,http://ddns.55682750.xyz:18888/udp/239.94.1.65:5140
CGTN法语,http://ddns.55682750.xyz:18888/udp/239.94.1.62:5140
CGTN法语,http://ddns.55682750.xyz:18888/udp/239.94.1.66:5140
CETV-1综合教育,http://ddns.55682750.xyz:18888/udp/239.94.1.2:5140
CETV-2空中课堂,http://ddns.55682750.xyz:18888/udp/239.94.1.19:5140
CETV-4职业教育,http://ddns.55682750.xyz:18888/udp/239.94.1.20:5140
CHC家庭影院,http://ddns.55682750.xyz:18888/udp/239.94.1.173:5140
CHC影迷电影,http://ddns.55682750.xyz:18888/udp/239.94.1.174:5140
CHC动作电影,http://ddns.55682750.xyz:18888/udp/239.94.1.175:5140
中国交通,http://ddns.55682750.xyz:18888/udp/239.94.0.87:5140
中国天气,http://ddns.55682750.xyz:18888/udp/239.94.1.167:5140
华数经典电影,http://ddns.55682750.xyz:18888/udp/239.94.1.21:5140
华数热播剧场,http://ddns.55682750.xyz:18888/udp/239.94.1.25:5140
华数魅力时尚,http://ddns.55682750.xyz:18888/udp/239.94.1.39:5140
华数少儿动画,http://ddns.55682750.xyz:18888/udp/239.94.1.33:5140
华数谍战剧场,http://ddns.55682750.xyz:18888/udp/239.94.1.28:5140
iHOT爱谍战,http://ddns.55682750.xyz:18888/udp/239.94.1.134:5140
iHOT爱动漫,http://ddns.55682750.xyz:18888/udp/239.94.1.141:5140
iHOT爱科幻,http://ddns.55682750.xyz:18888/udp/239.94.1.131:5140
iHOT爱浪漫,http://ddns.55682750.xyz:18888/udp/239.94.1.128:5140
iHOT爱历史,http://ddns.55682750.xyz:18888/udp/239.94.1.135:5140
iHOT爱旅行,http://ddns.55682750.xyz:18888/udp/239.94.1.137:5140
iHOT爱奇谈,http://ddns.55682750.xyz:18888/udp/239.94.1.130:5140
iHOT爱赛车,http://ddns.55682750.xyz:18888/udp/239.94.1.144:5140
iHOT爱体育,http://ddns.55682750.xyz:18888/udp/239.94.1.44:5140
iHOT爱体育,http://ddns.55682750.xyz:18888/udp/239.94.1.143:5140
iHOT爱玩具,http://ddns.55682750.xyz:18888/udp/239.94.1.140:5140
iHOT爱喜剧,http://ddns.55682750.xyz:18888/udp/239.94.1.129:5140
iHOT爱喜剧,http://ddns.55682750.xyz:18888/udp/239.94.2.71:5140
iHOT爱悬疑,http://ddns.55682750.xyz:18888/udp/239.94.1.136:5140
iHOT爱幼教,http://ddns.55682750.xyz:18888/udp/239.94.1.139:5140
iHOT爱院线,http://ddns.55682750.xyz:18888/udp/239.94.1.132:5140
爱生活高清专区,http://ddns.55682750.xyz:18888/udp/239.94.1.41:5140
爱宠宠物专区,http://ddns.55682750.xyz:18888/udp/239.94.1.145:5140
爱上4K,http://ddns.55682750.xyz:18888/udp/239.94.0.21:5140
浙江电竞天堂,http://ddns.55682750.xyz:18888/udp/239.94.1.45:5140
江苏优漫卡通,http://ddns.55682750.xyz:18888/udp/239.94.1.31:5140
北京四海钓鱼,http://ddns.55682750.xyz:18888/udp/239.94.1.168:5140
北京环球旅游,http://ddns.55682750.xyz:18888/udp/239.94.1.147:5140
北京戏曲,http://ddns.55682750.xyz:18888/udp/239.94.1.38:5140
北京纪实科教,http://ddns.55682750.xyz:18888/udp/239.94.0.109:5140
北京卡酷少儿,http://ddns.55682750.xyz:18888/udp/239.94.1.29:5140
山西书画频道,http://ddns.55682750.xyz:18888/udp/239.94.1.163:5140
呼和浩特足球,http://ddns.55682750.xyz:18888/udp/239.94.1.47:5140
辽宁家庭理财,http://ddns.55682750.xyz:18888/udp/239.94.1.50:5140
上海东方财经,http://ddns.55682750.xyz:18888/udp/239.94.1.59:5140
上海动漫秀场,http://ddns.55682750.xyz:18888/udp/239.94.1.171:5140
上海游戏风云,http://ddns.55682750.xyz:18888/udp/239.94.1.46:5140
上海乐游,http://ddns.55682750.xyz:18888/udp/239.94.1.164:5140
上海法治天地,http://ddns.55682750.xyz:18888/udp/239.94.1.166:5140
上海都市剧场,http://ddns.55682750.xyz:18888/udp/239.94.1.133:5140
上海多彩文体4K,http://ddns.55682750.xyz:18888/udp/239.94.1.176:5140
上海金色学堂,http://ddns.55682750.xyz:18888/udp/239.94.1.165:5140
上海生活时尚,http://ddns.55682750.xyz:18888/udp/239.94.1.40:5140
上海生活时尚,http://ddns.55682750.xyz:18888/udp/239.94.1.146:5140
江苏财富天下,http://ddns.55682750.xyz:18888/udp/239.94.1.42:5140
江苏财富天下,http://ddns.55682750.xyz:18888/udp/239.94.1.67:5140
湖北精彩影视,http://ddns.55682750.xyz:18888/udp/239.94.1.172:5140
湖北快乐垂钓,http://ddns.55682750.xyz:18888/udp/239.94.1.153:5140
湖南金鹰纪实,http://ddns.55682750.xyz:18888/udp/239.94.1.1:5140
湖南金鹰卡通,http://ddns.55682750.xyz:18888/udp/239.94.1.30:5140
广东嘉佳卡通,http://ddns.55682750.xyz:18888/udp/239.94.1.10:5140
贵州天元围棋,http://ddns.55682750.xyz:18888/udp/239.94.1.152:5140
精彩推荐,http://ddns.55682750.xyz:18888/udp/239.94.2.10:5140

成都-1综合,http://ddns.55682750.xyz:18888/udp/239.94.0.154:5140
成都-2经济,http://ddns.55682750.xyz:18888/udp/239.94.0.155:5140
成都-3生活,http://ddns.55682750.xyz:18888/udp/239.94.0.156:5140
成都-4影视,http://ddns.55682750.xyz:18888/udp/239.94.0.157:5140
成都-5公共,http://ddns.55682750.xyz:18888/udp/239.94.0.158:5140
成都-6少儿,http://ddns.55682750.xyz:18888/udp/239.94.0.159:5140
成都-8每日购物,http://ddns.55682750.xyz:18888/udp/239.94.0.160:5140
自贡文化生活,http://ddns.55682750.xyz:18888/udp/239.94.0.178:5140
自贡综合,http://ddns.55682750.xyz:18888/udp/239.94.0.169:5140
攀枝花新闻综合,http://ddns.55682750.xyz:18888/udp/239.94.0.168:5140
泸州新闻综合,http://ddns.55682750.xyz:18888/udp/239.94.0.163:5140
泸州科教生活,http://ddns.55682750.xyz:18888/udp/239.94.0.182:5140
德阳文旅科教,http://ddns.55682750.xyz:18888/udp/239.94.0.165:5140
德阳新闻综合,http://ddns.55682750.xyz:18888/udp/239.94.0.176:5140
广元文化生活,http://ddns.55682750.xyz:18888/udp/239.94.0.179:5140
广元综合,http://ddns.55682750.xyz:18888/udp/239.94.0.167:5140
内江科教生活,http://ddns.55682750.xyz:18888/udp/239.94.0.181:5140
内江综合,http://ddns.55682750.xyz:18888/udp/239.94.0.164:5140
乐山文旅生活,http://ddns.55682750.xyz:18888/udp/239.94.0.173:5140
乐山新闻综合,http://ddns.55682750.xyz:18888/udp/239.94.0.162:5140
眉山文旅乡村,http://ddns.55682750.xyz:18888/udp/239.94.0.174:5140
眉山综合,http://ddns.55682750.xyz:18888/udp/239.94.0.170:5140
宜宾公共频道,http://ddns.55682750.xyz:18888/udp/239.94.0.172:5140
宜宾新闻综合,http://ddns.55682750.xyz:18888/udp/239.94.0.161:5140
雅安文化生活,http://ddns.55682750.xyz:18888/udp/239.94.0.180:5140
雅安新闻综合,http://ddns.55682750.xyz:18888/udp/239.94.0.166:5140
资阳新闻综合,http://ddns.55682750.xyz:18888/udp/239.94.0.183:5140
凉山彝语综合,http://ddns.55682750.xyz:18888/udp/239.94.0.175:5140
凉山新闻综合,http://ddns.55682750.xyz:18888/udp/239.94.0.171:5140

1-14（数字电视）,http://ddns.55682750.xyz:18888/udp/239.94.1.14:5140
4K乐享超清,http://ddns.55682750.xyz:18888/udp/239.94.1.162:5140
4K少儿,http://ddns.55682750.xyz:18888/udp/239.94.1.70:5140
4K纪实,http://ddns.55682750.xyz:18888/udp/239.94.1.69:5140
4K视界,http://ddns.55682750.xyz:18888/udp/239.94.1.60:5140
bestv,http://ddns.55682750.xyz:18888/udp/239.94.2.57:5140
i乐山,http://ddns.55682750.xyz:18888/udp/239.94.2.2:5140
i成都,http://ddns.55682750.xyz:18888/udp/239.94.2.1:5140
云看熊猫,http://ddns.55682750.xyz:18888/udp/239.94.1.7:5140
亲子趣学4k,http://ddns.55682750.xyz:18888/udp/239.94.1.156:5140
健康养生,http://ddns.55682750.xyz:18888/udp/239.94.1.27:5140
全球大片,http://ddns.55682750.xyz:18888/udp/239.94.1.24:5140
军事,http://ddns.55682750.xyz:18888/udp/239.94.1.52:5140
华语影院,http://ddns.55682750.xyz:18888/udp/239.94.1.22:5140
地理,http://ddns.55682750.xyz:18888/udp/239.94.1.54:5140
墨宝,http://ddns.55682750.xyz:18888/udp/239.94.1.51:5140
大爱四川,http://ddns.55682750.xyz:18888/udp/239.94.1.12:5140
宝宝动画,http://ddns.55682750.xyz:18888/udp/239.94.1.32:5140
导视,http://ddns.55682750.xyz:18888/udp/239.94.1.55:5140
少儿天地,http://ddns.55682750.xyz:18888/udp/239.94.1.138:5140
峨眉电影,http://ddns.55682750.xyz:18888/udp/239.94.0.103:5140
峨眉电影,http://ddns.55682750.xyz:18888/udp/239.94.2.209:5140
戏曲精选,http://ddns.55682750.xyz:18888/udp/239.94.1.37:5140
收视指南,http://ddns.55682750.xyz:18888/udp/239.94.1.56:5140
星光院线,http://ddns.55682750.xyz:18888/udp/239.94.1.23:5140
来钓鱼吧,http://ddns.55682750.xyz:18888/udp/239.94.1.148:5140
求索,http://ddns.55682750.xyz:18888/udp/239.94.1.142:5140
热门剧场,http://ddns.55682750.xyz:18888/udp/239.94.1.26:5140
热门综艺,http://ddns.55682750.xyz:18888/udp/239.94.1.35:5140
熊猫体娱,http://ddns.55682750.xyz:18888/udp/239.94.1.4:5140
熊猫少儿,http://ddns.55682750.xyz:18888/udp/239.94.1.5:5140
熊猫影院,http://ddns.55682750.xyz:18888/udp/239.94.1.6:5140
熊猫新闻,http://ddns.55682750.xyz:18888/udp/239.94.1.3:5140
熊猫爱生活,http://ddns.55682750.xyz:18888/udp/239.94.1.11:5140
百变课堂,http://ddns.55682750.xyz:18888/udp/239.94.1.43:5140
直播室1,http://ddns.55682750.xyz:18888/udp/239.94.2.11:5140
直播室2,http://ddns.55682750.xyz:18888/udp/239.94.2.12:5140
直播室3,http://ddns.55682750.xyz:18888/udp/239.94.2.13:5140
直播室4,http://ddns.55682750.xyz:18888/udp/239.94.2.14:5140
直播室5,http://ddns.55682750.xyz:18888/udp/239.94.2.15:5140
直播室6,http://ddns.55682750.xyz:18888/udp/239.94.2.16:5140
直播室7,http://ddns.55682750.xyz:18888/udp/239.94.2.17:5140
直播室8,http://ddns.55682750.xyz:18888/udp/239.94.2.18:5140
看天下精选,http://ddns.55682750.xyz:18888/udp/239.94.1.68:5140
精彩导视,http://ddns.55682750.xyz:18888/udp/239.94.1.63:5140
红色影院,http://ddns.55682750.xyz:18888/udp/239.94.1.48:5140
经典剧场,http://ddns.55682750.xyz:18888/udp/239.94.1.49:5140
绚影4K,http://ddns.55682750.xyz:18888/udp/239.94.1.150:5140
综艺咖秀,http://ddns.55682750.xyz:18888/udp/239.94.2.27:5140
综艺咖秀,http://ddns.55682750.xyz:18888/udp/239.94.2.28:5140
蓉城先锋,http://ddns.55682750.xyz:18888/udp/239.94.1.57:5140
解密,http://ddns.55682750.xyz:18888/udp/239.94.1.53:5140
金熊猫卡通,http://ddns.55682750.xyz:18888/udp/239.94.1.8:5140
青春动漫,http://ddns.55682750.xyz:18888/udp/239.94.1.34:5140
音乐现场,http://ddns.55682750.xyz:18888/udp/239.94.1.36:5140
麻辣体育,http://ddns.55682750.xyz:18888/udp/239.94.1.149:5140

四川电信-组播5,#genre#
四川卫视4K,http://wxk.x3322.net:8188/udp/239.94.0.115:5140
四川卫视,http://wxk.x3322.net:8188/udp/239.94.0.59:5140
四川卫视,http://wxk.x3322.net:8188/udp/239.94.0.60:5140

四川乡村,http://wxk.x3322.net:8188/udp/239.94.0.77:5140
四川妇儿,http://wxk.x3322.net:8188/udp/239.94.0.75:5140
四川影视文艺,http://wxk.x3322.net:8188/udp/239.94.0.73:5140
四川文化旅游,http://wxk.x3322.net:8188/udp/239.94.0.71:5140
四川新闻,http://wxk.x3322.net:8188/udp/239.94.0.72:5140
四川星空购物,http://wxk.x3322.net:8188/udp/239.94.0.74:5140
四川科教,http://wxk.x3322.net:8188/udp/239.94.0.76:5140
四川经济,http://wxk.x3322.net:8188/udp/239.94.0.70:5140

凤凰中文,http://wxk.x3322.net:8188/udp/239.94.2.52:5140
凤凰中文,http://wxk.x3322.net:8188/udp/239.94.2.51:5140
凤凰资讯,http://wxk.x3322.net:8188/udp/239.94.2.49:5140
凤凰资讯,http://wxk.x3322.net:8188/udp/239.94.2.50:5140
CGTN英语,http://wxk.x3322.net:8188/udp/239.94.0.40:5140
CGTN英语,http://wxk.x3322.net:8188/udp/239.94.0.22:5140
CGTN西班牙语,http://wxk.x3322.net:8188/udp/239.94.1.61:5140
CGTN西班牙语,http://wxk.x3322.net:8188/udp/239.94.1.65:5140
CGTN法语,http://wxk.x3322.net:8188/udp/239.94.1.62:5140
CGTN法语,http://wxk.x3322.net:8188/udp/239.94.1.66:5140
CETV-1综合教育,http://wxk.x3322.net:8188/udp/239.94.1.2:5140
CETV-2空中课堂,http://wxk.x3322.net:8188/udp/239.94.1.19:5140
CETV-4职业教育,http://wxk.x3322.net:8188/udp/239.94.1.20:5140
CHC家庭影院,http://wxk.x3322.net:8188/udp/239.94.1.173:5140
CHC影迷电影,http://wxk.x3322.net:8188/udp/239.94.1.174:5140
CHC动作电影,http://wxk.x3322.net:8188/udp/239.94.1.175:5140
中国交通,http://wxk.x3322.net:8188/udp/239.94.0.87:5140
中国天气,http://wxk.x3322.net:8188/udp/239.94.1.167:5140
华数经典电影,http://wxk.x3322.net:8188/udp/239.94.1.21:5140
华数热播剧场,http://wxk.x3322.net:8188/udp/239.94.1.25:5140
华数魅力时尚,http://wxk.x3322.net:8188/udp/239.94.1.39:5140
华数少儿动画,http://wxk.x3322.net:8188/udp/239.94.1.33:5140
华数谍战剧场,http://wxk.x3322.net:8188/udp/239.94.1.28:5140
iHOT爱谍战,http://wxk.x3322.net:8188/udp/239.94.1.134:5140
iHOT爱动漫,http://wxk.x3322.net:8188/udp/239.94.1.141:5140
iHOT爱科幻,http://wxk.x3322.net:8188/udp/239.94.1.131:5140
iHOT爱浪漫,http://wxk.x3322.net:8188/udp/239.94.1.128:5140
iHOT爱历史,http://wxk.x3322.net:8188/udp/239.94.1.135:5140
iHOT爱旅行,http://wxk.x3322.net:8188/udp/239.94.1.137:5140
iHOT爱奇谈,http://wxk.x3322.net:8188/udp/239.94.1.130:5140
iHOT爱赛车,http://wxk.x3322.net:8188/udp/239.94.1.144:5140
iHOT爱体育,http://wxk.x3322.net:8188/udp/239.94.1.44:5140
iHOT爱体育,http://wxk.x3322.net:8188/udp/239.94.1.143:5140
iHOT爱玩具,http://wxk.x3322.net:8188/udp/239.94.1.140:5140
iHOT爱喜剧,http://wxk.x3322.net:8188/udp/239.94.1.129:5140
iHOT爱喜剧,http://wxk.x3322.net:8188/udp/239.94.2.71:5140
iHOT爱悬疑,http://wxk.x3322.net:8188/udp/239.94.1.136:5140
iHOT爱幼教,http://wxk.x3322.net:8188/udp/239.94.1.139:5140
iHOT爱院线,http://wxk.x3322.net:8188/udp/239.94.1.132:5140
爱生活高清专区,http://wxk.x3322.net:8188/udp/239.94.1.41:5140
爱宠宠物专区,http://wxk.x3322.net:8188/udp/239.94.1.145:5140
爱上4K,http://wxk.x3322.net:8188/udp/239.94.0.21:5140
浙江电竞天堂,http://wxk.x3322.net:8188/udp/239.94.1.45:5140
江苏优漫卡通,http://wxk.x3322.net:8188/udp/239.94.1.31:5140
北京四海钓鱼,http://wxk.x3322.net:8188/udp/239.94.1.168:5140
北京环球旅游,http://wxk.x3322.net:8188/udp/239.94.1.147:5140
北京戏曲,http://wxk.x3322.net:8188/udp/239.94.1.38:5140
北京纪实科教,http://wxk.x3322.net:8188/udp/239.94.0.109:5140
北京卡酷少儿,http://wxk.x3322.net:8188/udp/239.94.1.29:5140
山西书画频道,http://wxk.x3322.net:8188/udp/239.94.1.163:5140
呼和浩特足球,http://wxk.x3322.net:8188/udp/239.94.1.47:5140
辽宁家庭理财,http://wxk.x3322.net:8188/udp/239.94.1.50:5140
上海东方财经,http://wxk.x3322.net:8188/udp/239.94.1.59:5140
上海动漫秀场,http://wxk.x3322.net:8188/udp/239.94.1.171:5140
上海游戏风云,http://wxk.x3322.net:8188/udp/239.94.1.46:5140
上海乐游,http://wxk.x3322.net:8188/udp/239.94.1.164:5140
上海法治天地,http://wxk.x3322.net:8188/udp/239.94.1.166:5140
上海都市剧场,http://wxk.x3322.net:8188/udp/239.94.1.133:5140
上海多彩文体4K,http://wxk.x3322.net:8188/udp/239.94.1.176:5140
上海金色学堂,http://wxk.x3322.net:8188/udp/239.94.1.165:5140
上海生活时尚,http://wxk.x3322.net:8188/udp/239.94.1.40:5140
上海生活时尚,http://wxk.x3322.net:8188/udp/239.94.1.146:5140
江苏财富天下,http://wxk.x3322.net:8188/udp/239.94.1.42:5140
江苏财富天下,http://wxk.x3322.net:8188/udp/239.94.1.67:5140
湖北精彩影视,http://wxk.x3322.net:8188/udp/239.94.1.172:5140
湖北快乐垂钓,http://wxk.x3322.net:8188/udp/239.94.1.153:5140
湖南金鹰纪实,http://wxk.x3322.net:8188/udp/239.94.1.1:5140
湖南金鹰卡通,http://wxk.x3322.net:8188/udp/239.94.1.30:5140
广东嘉佳卡通,http://wxk.x3322.net:8188/udp/239.94.1.10:5140
贵州天元围棋,http://wxk.x3322.net:8188/udp/239.94.1.152:5140
精彩推荐,http://wxk.x3322.net:8188/udp/239.94.2.10:5140

成都-1综合,http://wxk.x3322.net:8188/udp/239.94.0.154:5140
成都-2经济,http://wxk.x3322.net:8188/udp/239.94.0.155:5140
成都-3生活,http://wxk.x3322.net:8188/udp/239.94.0.156:5140
成都-4影视,http://wxk.x3322.net:8188/udp/239.94.0.157:5140
成都-5公共,http://wxk.x3322.net:8188/udp/239.94.0.158:5140
成都-6少儿,http://wxk.x3322.net:8188/udp/239.94.0.159:5140
成都-8每日购物,http://wxk.x3322.net:8188/udp/239.94.0.160:5140
自贡文化生活,http://wxk.x3322.net:8188/udp/239.94.0.178:5140
自贡综合,http://wxk.x3322.net:8188/udp/239.94.0.169:5140
攀枝花新闻综合,http://wxk.x3322.net:8188/udp/239.94.0.168:5140
泸州新闻综合,http://wxk.x3322.net:8188/udp/239.94.0.163:5140
泸州科教生活,http://wxk.x3322.net:8188/udp/239.94.0.182:5140
