浙江电信-组播1,#genre#
浙江之江纪录,http://zjhuct.icu:8889/rtp/233.50.202.25:5140
浙江交通之声,http://zjhuct.icu:8889/rtp/233.50.201.83:5140
浙江城市之声,http://zjhuct.icu:8889/rtp/233.50.201.85:5140
浙江好易购,http://zjhuct.icu:8889/rtp/233.50.201.248:5140
浙江少儿,http://zjhuct.icu:8889/rtp/233.50.200.208:5140
浙江少儿,http://zjhuct.icu:8889/rtp/233.50.201.33:5140
浙江少儿频道,http://zjhuct.icu:8889/rtp/233.50.201.138:5140
浙江教育频道,http://zjhuct.icu:8889/rtp/233.50.201.134:5140
浙江新闻,http://zjhuct.icu:8889/rtp/233.50.200.207:5140
浙江新闻,http://zjhuct.icu:8889/rtp/233.50.201.34:5140
浙江新闻广播,http://zjhuct.icu:8889/rtp/233.50.201.80:5140
浙江新闻频道,http://zjhuct.icu:8889/rtp/233.50.201.137:5140
浙江旅游之声,http://zjhuct.icu:8889/rtp/233.50.201.84:5140
浙江民生,http://zjhuct.icu:8889/rtp/233.50.200.206:5140
浙江民生,http://zjhuct.icu:8889/rtp/233.50.201.32:5140
浙江民生休闲,http://zjhuct.icu:8889/rtp/233.50.201.136:5140
浙江民生资讯广播,http://zjhuct.icu:8889/rtp/233.50.201.86:5140
浙江科教影视,http://zjhuct.icu:8889/rtp/233.50.200.205:5140
浙江科教影视,http://zjhuct.icu:8889/rtp/233.50.201.30:5140
浙江经济广播,http://zjhuct.icu:8889/rtp/233.50.201.81:5140
浙江经济生活,http://zjhuct.icu:8889/rtp/233.50.200.204:5140
浙江经济生活,http://zjhuct.icu:8889/rtp/233.50.201.133:5140
浙江钱江,http://zjhuct.icu:8889/rtp/233.50.200.203:5140
浙江钱江,http://zjhuct.icu:8889/rtp/233.50.201.28:5140
浙江钱江频道,http://zjhuct.icu:8889/rtp/233.50.201.132:5140
浙江音乐调频,http://zjhuct.icu:8889/rtp/233.50.201.82:5140

CCTV-1综合,http://zjhuct.icu:8889/rtp/233.50.200.99:5140
CCTV-1综合,http://zjhuct.icu:8889/rtp/233.50.200.143:5140
CCTV-1综合,http://zjhuct.icu:8889/rtp/233.50.200.247:5140
CCTV-1综合,http://zjhuct.icu:8889/rtp/233.50.201.1:5140
CCTV-1综合,http://zjhuct.icu:8889/rtp/233.50.201.127:5140
CCTV-1综合,http://zjhuct.icu:8889/rtp/233.50.201.128:5140
CCTV-1综合,http://zjhuct.icu:8889/rtp/233.50.200.72:5140
CCTV-1综合,http://zjhuct.icu:8889/rtp/233.50.200.130:5140
CCTV-1综合,http://zjhuct.icu:8889/rtp/233.50.200.178:5140
CCTV-1综合,http://zjhuct.icu:8889/rtp/233.50.201.118:5140
CCTV-1综合,http://zjhuct.icu:8889/rtp/233.50.201.222:5140
CCTV-2财经,http://zjhuct.icu:8889/rtp/233.50.200.100:5140
CCTV-2财经,http://zjhuct.icu:8889/rtp/233.50.200.25:5140
CCTV-2财经,http://zjhuct.icu:8889/rtp/233.50.200.47:5140
CCTV-2财经,http://zjhuct.icu:8889/rtp/233.50.201.2:5140
CCTV-2财经,http://zjhuct.icu:8889/rtp/233.50.201.119:5140
CCTV-3综艺,http://zjhuct.icu:8889/rtp/233.50.200.107:5140
CCTV-3综艺,http://zjhuct.icu:8889/rtp/233.50.201.196:5140
CCTV-4中文国际,http://zjhuct.icu:8889/rtp/233.50.200.101:5140
CCTV-4中文国际,http://zjhuct.icu:8889/rtp/233.50.201.4:5140
CCTV-5体育,http://zjhuct.icu:8889/rtp/233.50.200.108:5140
CCTV-5体育,http://zjhuct.icu:8889/rtp/233.50.201.17:5140
CCTV-5体育,http://zjhuct.icu:8889/rtp/233.50.201.194:5140
CCTV-5体育,http://zjhuct.icu:8889/rtp/233.50.201.197:5140
CCTV-5体育,http://zjhuct.icu:8889/rtp/233.50.201.227:5140
CCTV-5+体育赛事,http://zjhuct.icu:8889/rtp/233.50.201.220:5140
CCTV-6电影,http://zjhuct.icu:8889/rtp/233.50.200.109:5140
CCTV-6电影,http://zjhuct.icu:8889/rtp/233.50.201.18:5140
CCTV-6电影,http://zjhuct.icu:8889/rtp/233.50.201.198:5140
CCTV-7国防军事,http://zjhuct.icu:8889/rtp/233.50.200.24:5140
CCTV-7国防军事,http://zjhuct.icu:8889/rtp/233.50.200.48:5140
CCTV-7国防军事,http://zjhuct.icu:8889/rtp/233.50.200.102:5140
CCTV-7国防军事,http://zjhuct.icu:8889/rtp/233.50.201.7:5140
CCTV-7国防军事,http://zjhuct.icu:8889/rtp/233.50.201.120:5140
CCTV-8电视剧,http://zjhuct.icu:8889/rtp/233.50.200.110:5140
CCTV-8电视剧,http://zjhuct.icu:8889/rtp/233.50.201.19:5140
CCTV-8电视剧,http://zjhuct.icu:8889/rtp/233.50.201.199:5140
CCTV-9纪录,http://zjhuct.icu:8889/rtp/233.50.200.23:5140
CCTV-9纪录,http://zjhuct.icu:8889/rtp/233.50.201.121:5140
CCTV-10科教,http://zjhuct.icu:8889/rtp/233.50.200.22:5140
CCTV-10科教,http://zjhuct.icu:8889/rtp/233.50.200.87:5140
CCTV-10科教,http://zjhuct.icu:8889/rtp/233.50.201.10:5140
CCTV-10科教,http://zjhuct.icu:8889/rtp/233.50.201.122:5140
CCTV-11戏曲,http://zjhuct.icu:8889/rtp/233.50.200.88:5140
CCTV-11戏曲,http://zjhuct.icu:8889/rtp/233.50.200.132:5140
CCTV-11戏曲,http://zjhuct.icu:8889/rtp/233.50.201.11:5140
CCTV-12社会与法,http://zjhuct.icu:8889/rtp/233.50.200.21:5140
CCTV-12社会与法,http://zjhuct.icu:8889/rtp/233.50.200.90:5140
CCTV-12社会与法,http://zjhuct.icu:8889/rtp/233.50.201.12:5140
CCTV-12社会与法,http://zjhuct.icu:8889/rtp/233.50.201.123:5140
CCTV-13新闻,http://zjhuct.icu:8889/rtp/233.50.200.111:5140
CCTV-13新闻,http://zjhuct.icu:8889/rtp/233.50.200.49:5140
CCTV-13新闻,http://zjhuct.icu:8889/rtp/233.50.200.97:5140
CCTV-13新闻,http://zjhuct.icu:8889/rtp/233.50.201.13:5140
CCTV-13新闻,http://zjhuct.icu:8889/rtp/233.50.201.246:5140
CCTV-14少儿,http://zjhuct.icu:8889/rtp/233.50.200.20:5140
CCTV-14少儿,http://zjhuct.icu:8889/rtp/233.50.200.50:5140
CCTV-14少儿,http://zjhuct.icu:8889/rtp/233.50.200.103:5140
CCTV-14少儿,http://zjhuct.icu:8889/rtp/233.50.201.14:5140
CCTV-14少儿,http://zjhuct.icu:8889/rtp/233.50.201.124:5140
CCTV-15音乐,http://zjhuct.icu:8889/rtp/233.50.200.91:5140
CCTV-15音乐,http://zjhuct.icu:8889/rtp/233.50.200.133:5140
CCTV-15音乐,http://zjhuct.icu:8889/rtp/233.50.201.15:5140
CCTV-16奥林匹克,http://zjhuct.icu:8889/rtp/233.50.200.112:5140
CCTV-16奥林匹克,http://zjhuct.icu:8889/rtp/233.50.201.192:5140
CCTV-17农业农村,http://zjhuct.icu:8889/rtp/233.50.200.113:5140
CCTV-17农业农村,http://zjhuct.icu:8889/rtp/233.50.201.35:5140
CCTV4K(SDR),http://zjhuct.icu:8889/rtp/233.50.201.226:5140
湖南卫视,http://zjhuct.icu:8889/rtp/233.50.200.69:5140
湖南卫视,http://zjhuct.icu:8889/rtp/233.50.200.190:5140
湖南卫视,http://zjhuct.icu:8889/rtp/233.50.201.52:5140
湖南卫视,http://zjhuct.icu:8889/rtp/233.50.201.103:5140
江苏卫视,http://zjhuct.icu:8889/rtp/233.50.200.66:5140
江苏卫视,http://zjhuct.icu:8889/rtp/233.50.200.144:5140
江苏卫视,http://zjhuct.icu:8889/rtp/233.50.201.41:5140
江苏卫视,http://zjhuct.icu:8889/rtp/233.50.201.106:5140
北京卫视,http://zjhuct.icu:8889/rtp/233.50.200.68:5140
北京卫视,http://zjhuct.icu:8889/rtp/233.50.200.179:5140
北京卫视,http://zjhuct.icu:8889/rtp/233.50.201.40:5140
北京卫视,http://zjhuct.icu:8889/rtp/233.50.201.107:5140
东方卫视,http://zjhuct.icu:8889/rtp/233.50.200.64:5140
东方卫视,http://zjhuct.icu:8889/rtp/233.50.200.146:5140
东方卫视,http://zjhuct.icu:8889/rtp/233.50.200.248:5140
东方卫视,http://zjhuct.icu:8889/rtp/233.50.201.68:5140
东方卫视,http://zjhuct.icu:8889/rtp/233.50.201.125:5140
安徽卫视,http://zjhuct.icu:8889/rtp/233.50.200.71:5140
安徽卫视,http://zjhuct.icu:8889/rtp/233.50.200.106:5140
安徽卫视,http://zjhuct.icu:8889/rtp/233.50.201.62:5140
安徽卫视,http://zjhuct.icu:8889/rtp/233.50.201.113:5140
广东卫视,http://zjhuct.icu:8889/rtp/233.50.200.61:5140
广东卫视,http://zjhuct.icu:8889/rtp/233.50.200.126:5140
广东卫视,http://zjhuct.icu:8889/rtp/233.50.201.56:5140
广东卫视,http://zjhuct.icu:8889/rtp/233.50.201.102:5140
深圳卫视,http://zjhuct.icu:8889/rtp/233.50.200.188:5140
深圳卫视,http://zjhuct.icu:8889/rtp/233.50.201.45:5140
深圳卫视,http://zjhuct.icu:8889/rtp/233.50.201.101:5140
辽宁卫视,http://zjhuct.icu:8889/rtp/233.50.200.85:5140
辽宁卫视,http://zjhuct.icu:8889/rtp/233.50.200.129:5140
辽宁卫视,http://zjhuct.icu:8889/rtp/233.50.201.60:5140
辽宁卫视,http://zjhuct.icu:8889/rtp/233.50.201.141:5140
山东卫视,http://zjhuct.icu:8889/rtp/233.50.200.65:5140
山东卫视,http://zjhuct.icu:8889/rtp/233.50.200.127:5140
山东卫视,http://zjhuct.icu:8889/rtp/233.50.201.64:5140
山东卫视,http://zjhuct.icu:8889/rtp/233.50.201.105:5140
天津卫视,http://zjhuct.icu:8889/rtp/233.50.200.98:5140
天津卫视,http://zjhuct.icu:8889/rtp/233.50.200.104:5140
天津卫视,http://zjhuct.icu:8889/rtp/233.50.201.47:5140
天津卫视,http://zjhuct.icu:8889/rtp/233.50.201.104:5140
重庆卫视,http://zjhuct.icu:8889/rtp/233.50.200.86:5140
重庆卫视,http://zjhuct.icu:8889/rtp/233.50.200.114:5140
重庆卫视,http://zjhuct.icu:8889/rtp/233.50.201.66:5140
重庆卫视,http://zjhuct.icu:8889/rtp/233.50.201.143:5140
东南卫视,http://zjhuct.icu:8889/rtp/233.50.200.67:5140
东南卫视,http://zjhuct.icu:8889/rtp/233.50.200.135:5140
东南卫视,http://zjhuct.icu:8889/rtp/233.50.201.58:5140
东南卫视,http://zjhuct.icu:8889/rtp/233.50.201.146:5140
河北卫视,http://zjhuct.icu:8889/rtp/233.50.200.82:5140
河北卫视,http://zjhuct.icu:8889/rtp/233.50.200.105:5140
河北卫视,http://zjhuct.icu:8889/rtp/233.50.201.50:5140
河北卫视,http://zjhuct.icu:8889/rtp/233.50.201.140:5140
河南卫视,http://zjhuct.icu:8889/rtp/233.50.200.83:5140
河南卫视,http://zjhuct.icu:8889/rtp/233.50.200.142:5140
河南卫视,http://zjhuct.icu:8889/rtp/233.50.201.44:5140
河南卫视,http://zjhuct.icu:8889/rtp/233.50.201.144:5140
湖北卫视,http://zjhuct.icu:8889/rtp/233.50.200.95:5140
湖北卫视,http://zjhuct.icu:8889/rtp/233.50.200.147:5140
湖北卫视,http://zjhuct.icu:8889/rtp/233.50.201.43:5140
湖北卫视,http://zjhuct.icu:8889/rtp/233.50.201.114:5140
陕西卫视,http://zjhuct.icu:8889/rtp/233.50.200.170:5140
陕西卫视,http://zjhuct.icu:8889/rtp/233.50.200.172:5140
陕西卫视,http://zjhuct.icu:8889/rtp/233.50.201.59:5140
四川卫视,http://zjhuct.icu:8889/rtp/233.50.200.70:5140
四川卫视,http://zjhuct.icu:8889/rtp/233.50.200.118:5140
四川卫视,http://zjhuct.icu:8889/rtp/233.50.201.61:5140
四川卫视,http://zjhuct.icu:8889/rtp/233.50.201.139:5140
海南卫视,http://zjhuct.icu:8889/rtp/233.50.200.62:5140
海南卫视,http://zjhuct.icu:8889/rtp/233.50.200.165:5140
海南卫视,http://zjhuct.icu:8889/rtp/233.50.201.55:5140
甘肃卫视,http://zjhuct.icu:8889/rtp/233.50.200.163:5140
甘肃卫视,http://zjhuct.icu:8889/rtp/233.50.201.149:5140
广西卫视,http://zjhuct.icu:8889/rtp/233.50.200.41:5140
广西卫视,http://zjhuct.icu:8889/rtp/233.50.200.136:5140
广西卫视,http://zjhuct.icu:8889/rtp/233.50.201.49:5140
贵州卫视,http://zjhuct.icu:8889/rtp/233.50.200.128:5140
贵州卫视,http://zjhuct.icu:8889/rtp/233.50.200.139:5140
贵州卫视,http://zjhuct.icu:8889/rtp/233.50.201.69:5140
贵州卫视,http://zjhuct.icu:8889/rtp/233.50.201.142:5140
黑龙江卫视,http://zjhuct.icu:8889/rtp/233.50.200.189:5140
黑龙江卫视,http://zjhuct.icu:8889/rtp/233.50.201.42:5140
黑龙江卫视,http://zjhuct.icu:8889/rtp/233.50.201.115:5140
江西卫视,http://zjhuct.icu:8889/rtp/233.50.200.80:5140
江西卫视,http://zjhuct.icu:8889/rtp/233.50.200.119:5140
江西卫视,http://zjhuct.icu:8889/rtp/233.50.201.53:5140
江西卫视,http://zjhuct.icu:8889/rtp/233.50.201.145:5140
吉林卫视,http://zjhuct.icu:8889/rtp/233.50.200.77:5140
吉林卫视,http://zjhuct.icu:8889/rtp/233.50.200.164:5140
吉林卫视,http://zjhuct.icu:8889/rtp/233.50.201.48:5140
内蒙古卫视,http://zjhuct.icu:8889/rtp/233.50.201.148:5140
宁夏卫视,http://zjhuct.icu:8889/rtp/233.50.201.57:5140
宁夏卫视,http://zjhuct.icu:8889/rtp/233.50.202.45:5140
山西卫视,http://zjhuct.icu:8889/rtp/233.50.201.51:5140
新疆卫视,http://zjhuct.icu:8889/rtp/233.50.202.46:5140
云南卫视,http://zjhuct.icu:8889/rtp/233.50.200.81:5140
云南卫视,http://zjhuct.icu:8889/rtp/233.50.201.46:5140
青海卫视,http://zjhuct.icu:8889/rtp/233.50.200.131:5140
青海卫视,http://zjhuct.icu:8889/rtp/233.50.201.65:5140
西藏卫视,http://zjhuct.icu:8889/rtp/233.50.200.137:5140
西藏卫视,http://zjhuct.icu:8889/rtp/233.50.201.70:5140
西藏卫视,http://zjhuct.icu:8889/rtp/233.50.202.43:5140
兵团卫视,http://zjhuct.icu:8889/rtp/233.50.200.171:5140
兵团卫视,http://zjhuct.icu:8889/rtp/233.50.201.72:5140
兵团卫视,http://zjhuct.icu:8889/rtp/233.50.202.44:5140
三沙卫视,http://zjhuct.icu:8889/rtp/233.50.200.175:5140
湖南卫视4K,http://zjhuct.icu:8889/rtp/233.50.202.106:5140
江苏卫视4K,http://zjhuct.icu:8889/rtp/233.50.202.107:5140
北京卫视4K,http://zjhuct.icu:8889/rtp/233.50.202.100:5140
东方卫视4K,http://zjhuct.icu:8889/rtp/233.50.202.105:5140
广东卫视4K,http://zjhuct.icu:8889/rtp/233.50.202.101:5140
深圳卫视4K,http://zjhuct.icu:8889/rtp/233.50.202.102:5140
山东卫视4K,http://zjhuct.icu:8889/rtp/233.50.202.108:5140
四川卫视4K,http://zjhuct.icu:8889/rtp/233.50.202.109:5140
凤凰中文,http://zjhuct.icu:8889/rtp/233.50.202.35:5140
凤凰资讯,http://zjhuct.icu:8889/rtp/233.50.202.36:5140
CGTN英语,http://zjhuct.icu:8889/rtp/233.50.200.84:5140
CGTN英语,http://zjhuct.icu:8889/rtp/233.50.201.126:5140
CGTN西班牙语,http://zjhuct.icu:8889/rtp/233.50.201.36:5140
CGTN法语,http://zjhuct.icu:8889/rtp/233.50.201.37:5140
CGTN阿拉伯语,http://zjhuct.icu:8889/rtp/233.50.201.38:5140
CGTN俄语,http://zjhuct.icu:8889/rtp/233.50.201.39:5140
CETV-1综合教育,http://zjhuct.icu:8889/rtp/233.50.200.169:5140
CETV-1综合教育,http://zjhuct.icu:8889/rtp/233.50.201.75:5140
CETV-4职业教育,http://zjhuct.icu:8889/rtp/233.50.200.141:5140
CETV-4职业教育,http://zjhuct.icu:8889/rtp/233.50.200.174:5140
CETV-4职业教育,http://zjhuct.icu:8889/rtp/233.50.201.172:5140
聚鲨环球精选,http://zjhuct.icu:8889/rtp/233.50.201.91:5140
百事通4K-1,http://zjhuct.icu:8889/rtp/233.50.200.182:5140
百事通体育直播1,http://zjhuct.icu:8889/rtp/233.50.201.204:5140
百事通体育直播2,http://zjhuct.icu:8889/rtp/233.50.201.206:5140
百事通电影4K,http://zjhuct.icu:8889/rtp/233.50.200.185:5140
百事通画面,http://zjhuct.icu:8889/rtp/233.50.200.31:5140
百事通画面,http://zjhuct.icu:8889/rtp/233.50.200.233:5140
百事通画面,http://zjhuct.icu:8889/rtp/233.50.200.234:5140
百事通画面,http://zjhuct.icu:8889/rtp/233.50.200.235:5140
百事通画面,http://zjhuct.icu:8889/rtp/233.50.200.236:5140
百事通画面,http://zjhuct.icu:8889/rtp/233.50.200.237:5140
百事通画面,http://zjhuct.icu:8889/rtp/233.50.200.244:5140
百事通画面,http://zjhuct.icu:8889/rtp/233.50.200.245:5140
百事通画面,http://zjhuct.icu:8889/rtp/233.50.200.246:5140
百事通画面,http://zjhuct.icu:8889/rtp/233.50.201.205:5140
BesTV-2,http://zjhuct.icu:8889/rtp/233.50.200.115:5140
BesTV-2,http://zjhuct.icu:8889/rtp/233.50.200.122:5140
BesTV-2,http://zjhuct.icu:8889/rtp/233.50.200.125:5140
BesTV-2,http://zjhuct.icu:8889/rtp/233.50.200.183:5140
北京优优宝贝,http://zjhuct.icu:8889/rtp/233.50.202.24:5140
北京环球旅游,http://zjhuct.icu:8889/rtp/233.50.202.31:5140
北京生态环境,http://zjhuct.icu:8889/rtp/233.50.202.103:5140
北京纪实科教,http://zjhuct.icu:8889/rtp/233.50.202.34:5140
北京卡酷少儿,http://zjhuct.icu:8889/rtp/233.50.200.166:5140
北京卡酷少儿,http://zjhuct.icu:8889/rtp/233.50.202.33:5140
上海东方财经,http://zjhuct.icu:8889/rtp/233.50.200.177:5140
上海动漫秀场,http://zjhuct.icu:8889/rtp/233.50.200.12:5140
上海动漫秀场,http://zjhuct.icu:8889/rtp/233.50.201.184:5140
上海游戏风云,http://zjhuct.icu:8889/rtp/233.50.200.14:5140
上海游戏风云,http://zjhuct.icu:8889/rtp/233.50.201.183:5140
上海乐游,http://zjhuct.icu:8889/rtp/233.50.201.185:5140
上海法治天地,http://zjhuct.icu:8889/rtp/233.50.200.120:5140
上海法治天地,http://zjhuct.icu:8889/rtp/233.50.201.191:5140
上海都市剧场,http://zjhuct.icu:8889/rtp/233.50.200.11:5140
上海都市剧场,http://zjhuct.icu:8889/rtp/233.50.201.190:5140
上海多彩文体4K,http://zjhuct.icu:8889/rtp/233.50.200.229:5140
上海多彩文体4K,http://zjhuct.icu:8889/rtp/233.50.201.189:5140
上海多彩文体4K,http://zjhuct.icu:8889/rtp/233.50.200.52:5140
上海金色学堂,http://zjhuct.icu:8889/rtp/233.50.201.186:5140
上海生活时尚,http://zjhuct.icu:8889/rtp/233.50.200.15:5140
上海生活时尚,http://zjhuct.icu:8889/rtp/233.50.201.187:5140
湖北快乐垂钓,http://zjhuct.icu:8889/rtp/233.50.200.123:5140
湖北快乐垂钓,http://zjhuct.icu:8889/rtp/233.50.201.109:5140
湖南茶频道,http://zjhuct.icu:8889/rtp/233.50.200.124:5140
湖南茶频道,http://zjhuct.icu:8889/rtp/233.50.201.188:5140
湖南金鹰卡通,http://zjhuct.icu:8889/rtp/233.50.201.73:5140
央广购物,http://zjhuct.icu:8889/rtp/233.50.201.93:5140
优购物,http://zjhuct.icu:8889/rtp/233.50.200.53:5140

杭州导视,http://zjhuct.icu:8889/rtp/233.50.201.26:5140
杭州导视,http://zjhuct.icu:8889/rtp/233.50.201.182:5140
杭州影视,http://zjhuct.icu:8889/rtp/233.50.200.212:5140
杭州影视,http://zjhuct.icu:8889/rtp/233.50.201.24:5140
杭州影视,http://zjhuct.icu:8889/rtp/233.50.201.176:5140
杭州明珠,http://zjhuct.icu:8889/rtp/233.50.200.210:5140
杭州明珠,http://zjhuct.icu:8889/rtp/233.50.201.174:5140
杭州生活,http://zjhuct.icu:8889/rtp/233.50.200.211:5140
杭州生活,http://zjhuct.icu:8889/rtp/233.50.201.23:5140
杭州生活,http://zjhuct.icu:8889/rtp/233.50.201.175:5140
杭州综合,http://zjhuct.icu:8889/rtp/233.50.200.209:5140
杭州综合,http://zjhuct.icu:8889/rtp/233.50.201.22:5140
杭州综合,http://zjhuct.icu:8889/rtp/233.50.201.173:5140
杭州青少,http://zjhuct.icu:8889/rtp/233.50.201.177:5140
杭州青少体育,http://zjhuct.icu:8889/rtp/233.50.200.213:5140
杭州青少体育,http://zjhuct.icu:8889/rtp/233.50.201.25:5140
宁波1,http://zjhuct.icu:8889/rtp/233.50.200.26:5140
宁波1,http://zjhuct.icu:8889/rtp/233.50.201.151:5140
宁波2,http://zjhuct.icu:8889/rtp/233.50.200.27:5140
宁波2,http://zjhuct.icu:8889/rtp/233.50.201.152:5140
宁波3,http://zjhuct.icu:8889/rtp/233.50.200.28:5140
宁波3,http://zjhuct.icu:8889/rtp/233.50.201.153:5140
宁波4,http://zjhuct.icu:8889/rtp/233.50.200.29:5140
宁波4,http://zjhuct.icu:8889/rtp/233.50.201.154:5140
宁波影视频道,http://zjhuct.icu:8889/rtp/233.50.201.180:5140
宁波文体频道,http://zjhuct.icu:8889/rtp/233.50.201.179:5140
宁波新闻综合,http://zjhuct.icu:8889/rtp/233.50.201.168:5140
宁波生活频道,http://zjhuct.icu:8889/rtp/233.50.201.178:5140
温州新闻综合,http://zjhuct.icu:8889/rtp/233.50.201.87:5140
嘉兴新闻,http://zjhuct.icu:8889/rtp/233.50.201.163:5140
湖州新闻,http://zjhuct.icu:8889/rtp/233.50.201.158:5140
绍兴新闻综合,http://zjhuct.icu:8889/rtp/233.50.201.156:5140
金华新闻,http://zjhuct.icu:8889/rtp/233.50.201.161:5140
衢州公共频道,http://zjhuct.icu:8889/rtp/233.50.202.12:5140
衢州新闻综合,http://zjhuct.icu:8889/rtp/233.50.202.11:5140
丽水新闻,http://zjhuct.icu:8889/rtp/233.50.201.162:5140

Bestv29,http://zjhuct.icu:8889/rtp/233.50.200.138:5140
CCTV4A,http://zjhuct.icu:8889/rtp/233.50.200.51:5140
CCTV16SDR,http://zjhuct.icu:8889/rtp/233.50.201.63:5140
YMG新闻频道,http://zjhuct.icu:8889/rtp/233.50.201.159:5140
中国蓝直播,http://zjhuct.icu:8889/rtp/233.50.201.108:5140
中国蓝直播,http://zjhuct.icu:8889/rtp/233.50.201.193:5140
临平新闻,http://zjhuct.icu:8889/rtp/233.50.202.32:5140
全纪实,http://zjhuct.icu:8889/rtp/233.50.200.148:5140
晴彩广场舞,http://zjhuct.icu:8889/rtp/233.50.202.29:5140
晴彩竞技,http://zjhuct.icu:8889/rtp/233.50.202.26:5140
晴彩篮球,http://zjhuct.icu:8889/rtp/233.50.202.27:5140
晴彩羽毛球,http://zjhuct.icu:8889/rtp/233.50.202.28:5140
未知节目,http://zjhuct.icu:8889/rtp/233.50.201.224:5140
未知节目,http://zjhuct.icu:8889/rtp/233.50.201.225:5140
未识别,http://zjhuct.icu:8889/rtp/233.50.200.32:5140
桐乡新闻,http://zjhuct.icu:8889/rtp/233.50.201.169:5140
滋鲜鲜足100天T,http://zjhuct.icu:8889/rtp/233.50.201.195:5140
直播,http://zjhuct.icu:8889/rtp/233.50.200.223:5140
经济生活,http://zjhuct.icu:8889/rtp/233.50.201.29:5140
综合HTV-,http://zjhuct.icu:8889/rtp/233.50.201.21:5140
节目预告,http://zjhuct.icu:8889/rtp/233.50.201.20:5140
订则夏,http://zjhuct.icu:8889/rtp/233.50.200.215:5140
购物,http://zjhuct.icu:8889/rtp/233.50.200.34:5140

浙江电信-组播3,#genre#
浙江卫视,http://gilbert0571.eu.org:8888/rtp/233.50.200.79:5140
浙江卫视,http://gilbert0571.eu.org:8888/rtp/233.50.200.145:5140
浙江卫视,http://gilbert0571.eu.org:8888/rtp/233.50.201.27:5140
浙江卫视,http://gilbert0571.eu.org:8888/rtp/233.50.201.100:5140
浙江卫视,http://gilbert0571.eu.org:8888/rtp/233.50.201.221:5140
浙江卫视,http://gilbert0571.eu.org:8888/rtp/233.50.202.104:5140

浙江之声 FM,http://gilbert0571.eu.org:8888/rtp/233.50.201.79:5140
浙江之江纪录,http://gilbert0571.eu.org:8888/rtp/233.50.202.25:5140
浙江交通之声,http://gilbert0571.eu.org:8888/rtp/233.50.201.83:5140
浙江城市之声,http://gilbert0571.eu.org:8888/rtp/233.50.201.85:5140
浙江好易购,http://gilbert0571.eu.org:8888/rtp/233.50.201.248:5140
浙江少儿,http://gilbert0571.eu.org:8888/rtp/233.50.200.208:5140
浙江少儿,http://gilbert0571.eu.org:8888/rtp/233.50.201.33:5140
浙江少儿频道,http://gilbert0571.eu.org:8888/rtp/233.50.201.138:5140
浙江教育频道,http://gilbert0571.eu.org:8888/rtp/233.50.201.134:5140
浙江新闻,http://gilbert0571.eu.org:8888/rtp/233.50.200.207:5140
浙江新闻,http://gilbert0571.eu.org:8888/rtp/233.50.201.34:5140
浙江新闻广播,http://gilbert0571.eu.org:8888/rtp/233.50.201.80:5140
浙江新闻频道,http://gilbert0571.eu.org:8888/rtp/233.50.201.137:5140
浙江旅游之声,http://gilbert0571.eu.org:8888/rtp/233.50.201.84:5140
浙江民生,http://gilbert0571.eu.org:8888/rtp/233.50.200.206:5140
浙江民生,http://gilbert0571.eu.org:8888/rtp/233.50.201.32:5140
浙江民生休闲,http://gilbert0571.eu.org:8888/rtp/233.50.201.136:5140
浙江民生资讯广播,http://gilbert0571.eu.org:8888/rtp/233.50.201.86:5140
浙江科教影视,http://gilbert0571.eu.org:8888/rtp/233.50.200.205:5140
浙江科教影视,http://gilbert0571.eu.org:8888/rtp/233.50.201.30:5140
浙江经济广播,http://gilbert0571.eu.org:8888/rtp/233.50.201.81:5140
浙江经济生活,http://gilbert0571.eu.org:8888/rtp/233.50.200.204:5140
浙江经济生活,http://gilbert0571.eu.org:8888/rtp/233.50.201.133:5140
浙江钱江,http://gilbert0571.eu.org:8888/rtp/233.50.200.203:5140
浙江钱江,http://gilbert0571.eu.org:8888/rtp/233.50.201.28:5140
浙江钱江频道,http://gilbert0571.eu.org:8888/rtp/233.50.201.132:5140
浙江音乐调频,http://gilbert0571.eu.org:8888/rtp/233.50.201.82:5140

CCTV-1综合,http://gilbert0571.eu.org:8888/rtp/233.50.200.99:5140
CCTV-1综合,http://gilbert0571.eu.org:8888/rtp/233.50.200.143:5140
CCTV-1综合,http://gilbert0571.eu.org:8888/rtp/233.50.200.247:5140
CCTV-1综合,http://gilbert0571.eu.org:8888/rtp/233.50.201.1:5140
CCTV-1综合,http://gilbert0571.eu.org:8888/rtp/233.50.201.127:5140
CCTV-1综合,http://gilbert0571.eu.org:8888/rtp/233.50.201.128:5140
CCTV-1综合,http://gilbert0571.eu.org:8888/rtp/233.50.200.72:5140
CCTV-1综合,http://gilbert0571.eu.org:8888/rtp/233.50.200.130:5140
CCTV-1综合,http://gilbert0571.eu.org:8888/rtp/233.50.200.178:5140
CCTV-1综合,http://gilbert0571.eu.org:8888/rtp/233.50.201.118:5140
CCTV-1综合,http://gilbert0571.eu.org:8888/rtp/233.50.201.222:5140
CCTV-2财经,http://gilbert0571.eu.org:8888/rtp/233.50.200.100:5140
CCTV-2财经,http://gilbert0571.eu.org:8888/rtp/233.50.200.25:5140
CCTV-2财经,http://gilbert0571.eu.org:8888/rtp/233.50.200.47:5140
CCTV-2财经,http://gilbert0571.eu.org:8888/rtp/233.50.201.2:5140
